Ayan01G000010.1	Acyan01G0000100.1
Ayan01G006080.1	Acyan01G0060800.1
Ayan01G006090.1	Acyan01G0060900.1
Ayan01G006100.1	Acyan01G0061000.1
Ayan01G006110.1	Acyan01G0061100.1
Ayan01G006120.1	Acyan01G0061200.1
Ayan01G006130.1	Acyan01G0061300.1
Ayan01G006140.1	Acyan01G0061400.1
Ayan01G006150.1	Acyan01G0061500.1
Ayan01G006160.1	Acyan01G0061600.1
Ayan01G006170.1	Acyan01G0061700.1
Ayan01G006180.1	Acyan01G0061800.1
Ayan01G006190.1	Acyan01G0061900.1
Ayan01G006200.1	Acyan01G0062000.1
Ayan01G006210.1	Acyan01G0062100.1
Ayan01G006220.1	Acyan01G0062200.1
Ayan01G006230.1	Acyan01G0062300.1
Ayan01G006240.1	Acyan01G0062400.1
Ayan01G006250.1	Acyan01G0062500.1
Ayan01G006260.1	Acyan01G0062600.1
Ayan01G006270.1	Acyan01G0062700.1
Ayan01G006280.1	Acyan01G0062800.1
Ayan01G006290.1	Acyan01G0062900.1
Ayan01G006300.1	Acyan01G0063000.1
Ayan01G006310.1	Acyan01G0063100.1
Ayan01G006320.1	Acyan01G0063200.1
Ayan01G006330.1	Acyan01G0063300.1
Ayan01G006340.1	Acyan01G0063400.1
Ayan01G006350.1	Acyan01G0063500.1
Ayan01G006360.1	Acyan01G0063600.1
Ayan01G006370.1	Acyan01G0063700.1
Ayan01G006380.1	Acyan01G0063800.1
Ayan01G006390.1	Acyan01G0063900.1
Ayan01G006400.1	Acyan01G0064000.1
Ayan01G006410.1	Acyan01G0064100.1
Ayan01G006420.1	Acyan01G0064200.1
Ayan01G006430.1	Acyan01G0064300.1
Ayan01G006440.1	Acyan01G0064400.1
Ayan01G006450.1	Acyan01G0064500.1
Ayan01G006460.1	Acyan01G0064600.1
Ayan01G006470.1	Acyan01G0064700.1
Ayan01G006480.1	Acyan01G0064800.1
Ayan01G006490.1	Acyan01G0064900.1
Ayan01G006500.1	Acyan01G0065000.1
Ayan01G006510.1	Acyan01G0065100.1
Ayan01G006520.1	Acyan01G0065200.1
Ayan01G006530.1	Acyan01G0065300.1
Ayan01G006540.1	Acyan01G0065400.1
Ayan01G006550.1	Acyan01G0065500.1
Ayan01G006560.1	Acyan01G0065600.1
Ayan01G006570.1	Acyan01G0065700.1
Ayan01G006580.1	Acyan01G0065800.1
Ayan01G006590.1	Acyan01G0065900.1
Ayan01G006600.1	Acyan01G0066000.1
Ayan01G006610.1	Acyan01G0066100.1
Ayan01G006620.1	Acyan01G0066200.1
Ayan01G006630.1	Acyan01G0066300.1
Ayan01G006640.1	Acyan01G0066400.1
Ayan01G006650.1	Acyan01G0066500.1
Ayan01G006660.1	Acyan01G0066600.1
Ayan01G006670.1	Acyan01G0066700.1
Ayan01G006680.1	Acyan01G0066800.1
Ayan01G006690.1	Acyan01G0066900.1
Ayan01G006700.1	Acyan01G0067000.1
Ayan01G006710.1	Acyan01G0067100.1
Ayan01G006720.1	Acyan01G0067200.1
Ayan01G006730.1	Acyan01G0067300.1
Ayan01G006740.1	Acyan01G0067400.1
Ayan01G006750.1	Acyan01G0067500.1
Ayan01G006760.1	Acyan01G0067600.1
Ayan01G006770.1	Acyan01G0067700.1
Ayan01G006780.1	Acyan01G0067800.1
Ayan01G006790.1	Acyan01G0067900.1
Ayan01G006800.1	Acyan01G0068000.1
Ayan01G006810.1	Acyan01G0068100.1
Ayan01G006820.1	Acyan01G0068200.1
Ayan01G006830.1	Acyan01G0068300.1
Ayan01G006840.1	Acyan01G0068400.1
Ayan01G006850.1	Acyan01G0068500.1
Ayan01G006860.1	Acyan01G0068600.1
Ayan01G006870.1	Acyan01G0068700.1
Ayan01G006880.1	Acyan01G0068800.1
Ayan01G006890.1	Acyan01G0068900.1
Ayan01G006900.1	Acyan01G0069000.1
Ayan01G006910.1	Acyan01G0069100.1
Ayan01G006920.1	Acyan01G0069200.1
Ayan01G006930.1	Acyan01G0069300.1
Ayan01G006940.1	Acyan01G0069400.1
Ayan01G006950.1	Acyan01G0069500.1
Ayan01G006960.1	Acyan01G0069600.1
Ayan01G006970.1	Acyan01G0069700.1
Ayan01G006980.1	Acyan01G0069800.1
Ayan01G006990.1	Acyan01G0069900.1
Ayan01G007000.1	Acyan01G0070000.1
Ayan01G007010.1	Acyan01G0070100.1
Ayan01G007020.1	Acyan01G0070200.1
Ayan01G007030.1	Acyan01G0070300.1
Ayan01G007040.1	Acyan01G0070400.1
Ayan01G007050.1	Acyan01G0070500.1
Ayan01G007060.1	Acyan01G0070600.1
Ayan01G007070.1	Acyan01G0070700.1
Ayan01G007080.1	Acyan01G0070800.1
Ayan01G007090.1	Acyan01G0070900.1
Ayan01G007100.1	Acyan01G0071000.1
Ayan01G007110.1	Acyan01G0071100.1
Ayan01G007120.1	Acyan01G0071200.1
Ayan01G007130.1	Acyan01G0071300.1
Ayan01G007140.1	Acyan01G0071400.1
Ayan01G007150.1	Acyan01G0071500.1
Ayan01G007160.1	Acyan01G0071600.1
Ayan01G007170.1	Acyan01G0071700.1
Ayan01G007180.1	Acyan01G0071800.1
Ayan01G007190.1	Acyan01G0071900.1
Ayan01G007200.1	Acyan01G0072000.1
Ayan01G007210.1	Acyan01G0072100.1
Ayan01G007220.1	Acyan01G0072200.1
Ayan01G007230.1	Acyan01G0072300.1
Ayan01G007240.1	Acyan01G0072400.1
Ayan01G007250.1	Acyan01G0072500.1
Ayan01G007260.1	Acyan01G0072600.1
Ayan01G007270.1	Acyan01G0072700.1
Ayan01G007280.1	Acyan01G0072800.1
Ayan01G007290.1	Acyan01G0072900.1
Ayan01G007300.1	Acyan01G0073000.1
Ayan01G007310.1	Acyan01G0073100.1
Ayan01G007320.1	Acyan01G0073200.1
Ayan01G007330.1	Acyan01G0073300.1
Ayan01G007340.1	Acyan01G0073400.1
Ayan01G007350.1	Acyan01G0073500.1
Ayan01G007360.1	Acyan01G0073600.1
Ayan01G007370.1	Acyan01G0073700.1
Ayan01G007380.1	Acyan01G0073800.1
Ayan01G007390.1	Acyan01G0073900.1
Ayan01G007400.1	Acyan01G0074000.1
Ayan01G007410.1	Acyan01G0074100.1
Ayan01G007420.1	Acyan01G0074200.1
Ayan01G007430.1	Acyan01G0074300.1
Ayan01G007440.1	Acyan01G0074400.1
Ayan01G007450.1	Acyan01G0074500.1
Ayan01G007460.1	Acyan01G0074600.1
Ayan01G007470.1	Acyan01G0074700.1
Ayan01G007480.1	Acyan01G0074800.1
Ayan01G007490.1	Acyan01G0074900.1
Ayan01G007500.1	Acyan01G0075000.1
Ayan01G007510.1	Acyan01G0075100.1
Ayan01G007520.1	Acyan01G0075200.1
Ayan01G007530.1	Acyan01G0075300.1
Ayan01G007540.1	Acyan01G0075400.1
Ayan01G007550.1	Acyan01G0075500.1
Ayan01G007560.1	Acyan01G0075600.1
Ayan01G007570.1	Acyan01G0075700.1
Ayan01G007580.1	Acyan01G0075800.1
Ayan01G007590.1	Acyan01G0075900.1
Ayan01G007600.1	Acyan01G0076000.1
Ayan01G007610.1	Acyan01G0076100.1
Ayan01G007620.1	Acyan01G0076200.1
Ayan01G007630.1	Acyan01G0076300.1
Ayan01G007640.1	Acyan01G0076400.1
Ayan01G007650.1	Acyan01G0076500.1
Ayan01G007660.1	Acyan01G0076600.1
Ayan01G007670.1	Acyan01G0076700.1
Ayan01G007680.1	Acyan01G0076800.1
Ayan01G007690.1	Acyan01G0076900.1
Ayan01G007700.1	Acyan01G0077000.1
Ayan01G007710.1	Acyan01G0077100.1
Ayan01G007720.1	Acyan01G0077200.1
Ayan01G007730.1	Acyan01G0077300.1
Ayan01G007740.1	Acyan01G0077400.1
Ayan01G007750.1	Acyan01G0077500.1
Ayan01G007760.1	Acyan01G0077600.1
Ayan01G007770.1	Acyan01G0077700.1
Ayan01G007780.1	Acyan01G0077800.1
Ayan01G007790.1	Acyan01G0077900.1
Ayan01G007800.1	Acyan01G0078000.1
Ayan01G007810.1	Acyan01G0078100.1
Ayan01G007820.1	Acyan01G0078200.1
Ayan01G007830.1	Acyan01G0078300.1
Ayan01G007840.1	Acyan01G0078400.1
Ayan01G007850.1	Acyan01G0078500.1
Ayan01G007860.1	Acyan01G0078600.1
Ayan01G007870.1	Acyan01G0078700.1
Ayan01G007880.1	Acyan01G0078800.1
Ayan01G007890.1	Acyan01G0078900.1
Ayan01G007900.1	Acyan01G0079000.1
Ayan01G007910.1	Acyan01G0079100.1
Ayan01G007920.1	Acyan01G0079200.1
Ayan01G007930.1	Acyan01G0079300.1
Ayan01G007940.1	Acyan01G0079400.1
Ayan01G007950.1	Acyan01G0079500.1
Ayan01G007960.1	Acyan01G0079600.1
Ayan01G007970.1	Acyan01G0079700.1
Ayan01G007980.1	Acyan01G0079800.1
Ayan01G007990.1	Acyan01G0079900.1
Ayan01G008000.1	Acyan01G0080000.1
Ayan01G008010.1	Acyan01G0080100.1
Ayan01G008020.1	Acyan01G0080200.1
Ayan01G008030.1	Acyan01G0080300.1
Ayan01G008040.1	Acyan01G0080400.1
Ayan01G008050.1	Acyan01G0080500.1
Ayan01G008060.1	Acyan01G0080600.1
Ayan01G008070.1	Acyan01G0080700.1
Ayan01G008080.1	Acyan01G0080800.1
Ayan01G008090.1	Acyan01G0080900.1
Ayan01G008100.1	Acyan01G0081000.1
Ayan01G008110.1	Acyan01G0081100.1
Ayan01G008120.1	Acyan01G0081200.1
Ayan01G008130.1	Acyan01G0081300.1
Ayan01G008140.1	Acyan01G0081400.1
Ayan01G008150.1	Acyan01G0081500.1
Ayan01G008160.1	Acyan01G0081600.1
Ayan01G008170.1	Acyan01G0081700.1
Ayan01G008180.1	Acyan01G0081800.1
Ayan01G008190.1	Acyan01G0081900.1
Ayan01G008200.1	Acyan01G0082000.1
Ayan01G008210.1	Acyan01G0082100.1
Ayan01G008220.1	Acyan01G0082200.1
Ayan01G008230.1	Acyan01G0082300.1
Ayan01G008240.1	Acyan01G0082400.1
Ayan01G008250.1	Acyan01G0082500.1
Ayan01G008260.1	Acyan01G0082600.1
Ayan01G008270.1	Acyan01G0082700.1
Ayan01G008280.1	Acyan01G0082800.1
Ayan01G008290.1	Acyan01G0082900.1
Ayan01G008300.1	Acyan01G0083000.1
Ayan01G008310.1	Acyan01G0083100.1
Ayan01G008320.1	Acyan01G0083200.1
Ayan01G008330.1	Acyan01G0083300.1
Ayan01G008340.1	Acyan01G0083400.1
Ayan01G008350.1	Acyan01G0083500.1
Ayan01G008360.1	Acyan01G0083600.1
Ayan01G008370.1	Acyan01G0083700.1
Ayan01G008380.1	Acyan01G0083800.1
Ayan01G008390.1	Acyan01G0083900.1
Ayan01G008400.1	Acyan01G0084000.1
Ayan01G008410.1	Acyan01G0084100.1
Ayan01G008420.1	Acyan01G0084200.1
Ayan01G008430.1	Acyan01G0084300.1
Ayan01G008440.1	Acyan01G0084400.1
Ayan01G008450.1	Acyan01G0084500.1
Ayan01G008460.1	Acyan01G0084600.1
Ayan01G008470.1	Acyan01G0084700.1
Ayan01G008480.1	Acyan01G0084800.1
Ayan01G008490.1	Acyan01G0084900.1
Ayan01G008500.1	Acyan01G0085000.1
Ayan01G008510.1	Acyan01G0085100.1
Ayan01G008520.1	Acyan01G0085200.1
Ayan01G008530.1	Acyan01G0085300.1
Ayan01G008540.1	Acyan01G0085400.1
Ayan01G008550.1	Acyan01G0085500.1
Ayan01G008560.1	Acyan01G0085600.1
Ayan01G008570.1	Acyan01G0085700.1
Ayan01G008580.1	Acyan01G0085800.1
Ayan01G008590.1	Acyan01G0085900.1
Ayan01G008600.1	Acyan01G0086000.1
Ayan01G008610.1	Acyan01G0086100.1
Ayan01G008620.1	Acyan01G0086200.1
Ayan01G008630.1	Acyan01G0086300.1
Ayan01G008640.1	Acyan01G0086400.1
Ayan01G008650.1	Acyan01G0086500.1
Ayan01G008660.1	Acyan01G0086600.1
Ayan01G008670.1	Acyan01G0086700.1
Ayan01G008680.1	Acyan01G0086800.1
Ayan01G008690.1	Acyan01G0086900.1
Ayan01G008700.1	Acyan01G0087000.1
Ayan01G008710.1	Acyan01G0087100.1
Ayan01G008720.1	Acyan01G0087200.1
Ayan01G008730.1	Acyan01G0087300.1
Ayan01G008740.1	Acyan01G0087400.1
Ayan01G008750.1	Acyan01G0087500.1
Ayan01G008760.1	Acyan01G0087600.1
Ayan01G008770.1	Acyan01G0087700.1
Ayan01G008780.1	Acyan01G0087800.1
Ayan01G008790.1	Acyan01G0087900.1
Ayan01G008800.1	Acyan01G0088000.1
Ayan01G008810.1	Acyan01G0088100.1
Ayan01G008820.1	Acyan01G0088200.1
Ayan01G008830.1	Acyan01G0088300.1
Ayan01G008840.1	Acyan01G0088400.1
Ayan01G008850.1	Acyan01G0088500.1
Ayan01G008860.1	Acyan01G0088600.1
Ayan01G008870.1	Acyan01G0088700.1
Ayan01G008880.1	Acyan01G0088800.1
Ayan01G008890.1	Acyan01G0088900.1
Ayan01G008900.1	Acyan01G0089000.1
Ayan01G008910.1	Acyan01G0089100.1
Ayan01G008920.1	Acyan01G0089200.1
Ayan01G008930.1	Acyan01G0089300.1
Ayan01G008940.1	Acyan01G0089400.1
Ayan01G008950.1	Acyan01G0089500.1
Ayan01G008960.1	Acyan01G0089600.1
Ayan01G008970.1	Acyan01G0089700.1
Ayan01G008980.1	Acyan01G0089800.1
Ayan01G008990.1	Acyan01G0089900.1
Ayan01G009000.1	Acyan01G0090000.1
Ayan01G009010.1	Acyan01G0090100.1
Ayan01G009020.1	Acyan01G0090200.1
Ayan01G009030.1	Acyan01G0090300.1
Ayan01G009040.1	Acyan01G0090400.1
Ayan01G009050.1	Acyan01G0090500.1
Ayan01G009060.1	Acyan01G0090600.1
Ayan01G009070.1	Acyan01G0090700.1
Ayan01G009080.1	Acyan01G0090800.1
Ayan01G009090.1	Acyan01G0090900.1
Ayan01G009100.1	Acyan01G0091000.1
Ayan01G009110.1	Acyan01G0091100.1
Ayan01G009120.1	Acyan01G0091200.1
Ayan01G009130.1	Acyan01G0091300.1
Ayan01G009140.1	Acyan01G0091400.1
Ayan01G009150.1	Acyan01G0091500.1
Ayan01G009160.1	Acyan01G0091600.1
Ayan01G009170.1	Acyan01G0091700.1
Ayan01G009180.1	Acyan01G0091800.1
Ayan01G009190.1	Acyan01G0091900.1
Ayan01G009200.1	Acyan01G0092000.1
Ayan01G009210.1	Acyan01G0092100.1
Ayan01G009220.1	Acyan01G0092200.1
Ayan01G009230.1	Acyan01G0092300.1
Ayan01G009240.1	Acyan01G0092400.1
Ayan01G009250.1	Acyan01G0092500.1
Ayan01G009260.1	Acyan01G0092600.1
Ayan01G009270.1	Acyan01G0092700.1
Ayan01G009280.1	Acyan01G0092800.1
Ayan01G009290.1	Acyan01G0092900.1
Ayan01G009300.1	Acyan01G0093000.1
Ayan01G009310.1	Acyan01G0093100.1
Ayan01G009320.1	Acyan01G0093200.1
Ayan01G009330.1	Acyan01G0093300.1
Ayan01G009340.1	Acyan01G0093400.1
Ayan01G009350.1	Acyan01G0093500.1
Ayan01G009360.1	Acyan01G0093600.1
Ayan01G009370.1	Acyan01G0093700.1
Ayan01G009380.1	Acyan01G0093800.1
Ayan01G009390.1	Acyan01G0093900.1
Ayan01G009400.1	Acyan01G0094000.1
Ayan01G009410.1	Acyan01G0094100.1
Ayan01G009420.1	Acyan01G0094200.1
Ayan01G009430.1	Acyan01G0094300.1
Ayan01G009440.1	Acyan01G0094400.1
Ayan01G009450.1	Acyan01G0094500.1
Ayan01G009460.1	Acyan01G0094600.1
Ayan01G009470.1	Acyan01G0094700.1
Ayan01G009480.1	Acyan01G0094800.1
Ayan01G009490.1	Acyan01G0094900.1
Ayan01G009500.1	Acyan01G0095000.1
Ayan01G009510.1	Acyan01G0095100.1
Ayan01G009520.1	Acyan01G0095200.1
Ayan01G009530.1	Acyan01G0095300.1
Ayan01G009540.1	Acyan01G0095400.1
Ayan01G009550.1	Acyan01G0095500.1
Ayan01G009560.1	Acyan01G0095600.1
Ayan01G009570.1	Acyan01G0095700.1
Ayan01G009580.1	Acyan01G0095800.1
Ayan01G009590.1	Acyan01G0095900.1
Ayan01G009600.1	Acyan01G0096000.1
Ayan01G009610.1	Acyan01G0096100.1
Ayan01G009620.1	Acyan01G0096200.1
Ayan01G009630.1	Acyan01G0096300.1
Ayan01G009640.1	Acyan01G0096400.1
Ayan01G009650.1	Acyan01G0096500.1
Ayan01G009660.1	Acyan01G0096600.1
Ayan01G009670.1	Acyan01G0096700.1
Ayan01G009680.1	Acyan01G0096800.1
Ayan01G009690.1	Acyan01G0096900.1
Ayan01G009700.1	Acyan01G0097000.1
Ayan01G009710.1	Acyan01G0097100.1
Ayan01G009720.1	Acyan01G0097200.1
Ayan01G009730.1	Acyan01G0097300.1
Ayan01G009740.1	Acyan01G0097400.1
Ayan01G009750.1	Acyan01G0097500.1
Ayan01G009760.1	Acyan01G0097600.1
Ayan01G009770.1	Acyan01G0097700.1
Ayan01G009780.1	Acyan01G0097800.1
Ayan01G009790.1	Acyan01G0097900.1
Ayan01G009800.1	Acyan01G0098000.1
Ayan01G009810.1	Acyan01G0098100.1
Ayan01G009820.1	Acyan01G0098200.1
Ayan01G009830.1	Acyan01G0098300.1
Ayan01G009840.1	Acyan01G0098400.1
Ayan01G009850.1	Acyan01G0098500.1
Ayan01G009860.1	Acyan01G0098600.1
Ayan01G009870.1	Acyan01G0098700.1
Ayan01G009880.1	Acyan01G0098800.1
Ayan01G009890.1	Acyan01G0098900.1
Ayan01G009900.1	Acyan01G0099000.1
Ayan01G009910.1	Acyan01G0099100.1
Ayan01G009920.1	Acyan01G0099200.1
Ayan01G009930.1	Acyan01G0099300.1
Ayan01G009940.1	Acyan01G0099400.1
Ayan01G009950.1	Acyan01G0099500.1
Ayan01G009960.1	Acyan01G0099600.1
Ayan01G009970.1	Acyan01G0099700.1
Ayan01G009980.1	Acyan01G0099800.1
Ayan01G009990.1	Acyan01G0099900.1
Ayan01G010000.1	Acyan01G0100000.1
Ayan01G010010.1	Acyan01G0100100.1
Ayan01G010020.1	Acyan01G0100200.1
Ayan01G010030.1	Acyan01G0100300.1
Ayan01G010040.1	Acyan01G0100400.1
Ayan01G010050.1	Acyan01G0100500.1
Ayan01G010060.1	Acyan01G0100600.1
Ayan01G010070.1	Acyan01G0100700.1
Ayan01G010080.1	Acyan01G0100800.1
Ayan01G010090.1	Acyan01G0100900.1
Ayan01G010100.1	Acyan01G0101000.1
Ayan01G010110.1	Acyan01G0101100.1
Ayan01G010120.1	Acyan01G0101200.1
Ayan01G010130.1	Acyan01G0101300.1
Ayan01G010140.1	Acyan01G0101400.1
Ayan01G010150.1	Acyan01G0101500.1
Ayan01G010160.1	Acyan01G0101600.1
Ayan01G010170.1	Acyan01G0101700.1
Ayan01G010180.1	Acyan01G0101800.1
Ayan01G010190.1	Acyan01G0101900.1
Ayan01G010200.1	Acyan01G0102000.1
Ayan01G010210.1	Acyan01G0102100.1
Ayan01G010220.1	Acyan01G0102200.1
Ayan01G010230.1	Acyan01G0102300.1
Ayan01G010240.1	Acyan01G0102400.1
Ayan01G010250.1	Acyan01G0102500.1
Ayan01G010260.1	Acyan01G0102600.1
Ayan01G010270.1	Acyan01G0102700.1
Ayan01G010280.1	Acyan01G0102800.1
Ayan01G010290.1	Acyan01G0102900.1
Ayan01G010300.1	Acyan01G0103000.1
Ayan01G010310.1	Acyan01G0103100.1
Ayan01G010320.1	Acyan01G0103200.1
Ayan01G010330.1	Acyan01G0103300.1
Ayan01G010340.1	Acyan01G0103400.1
Ayan01G010350.1	Acyan01G0103500.1
Ayan01G010360.1	Acyan01G0103600.1
Ayan01G010370.1	Acyan01G0103700.1
Ayan01G010380.1	Acyan01G0103800.1
Ayan01G010390.1	Acyan01G0103900.1
Ayan01G010400.1	Acyan01G0104000.1
Ayan01G010410.1	Acyan01G0104100.1
Ayan01G010420.1	Acyan01G0104200.1
Ayan01G010430.1	Acyan01G0104300.1
Ayan01G010440.1	Acyan01G0104400.1
Ayan01G010450.1	Acyan01G0104500.1
Ayan01G010460.1	Acyan01G0104600.1
Ayan01G010470.1	Acyan01G0104700.1
Ayan01G010480.1	Acyan01G0104800.1
Ayan01G010490.1	Acyan01G0104900.1
Ayan01G010500.1	Acyan01G0105000.1
Ayan01G010510.1	Acyan01G0105100.1
Ayan01G010520.1	Acyan01G0105200.1
Ayan01G010530.1	Acyan01G0105300.1
Ayan01G010540.1	Acyan01G0105400.1
Ayan01G010550.1	Acyan01G0105500.1
Ayan01G010560.1	Acyan01G0105600.1
Ayan01G010570.1	Acyan01G0105700.1
Ayan01G010580.1	Acyan01G0105800.1
Ayan01G010590.1	Acyan01G0105900.1
Ayan01G010600.1	Acyan01G0106000.1
Ayan01G010610.1	Acyan01G0106100.1
Ayan01G010620.1	Acyan01G0106200.1
Ayan01G010630.1	Acyan01G0106300.1
Ayan01G010640.1	Acyan01G0106400.1
Ayan01G010650.1	Acyan01G0106500.1
Ayan01G010660.1	Acyan01G0106600.1
Ayan01G010670.1	Acyan01G0106700.1
Ayan01G010680.1	Acyan01G0106800.1
Ayan01G010690.1	Acyan01G0106900.1
Ayan01G010700.1	Acyan01G0107000.1
Ayan01G010710.1	Acyan01G0107100.1
Ayan01G010720.1	Acyan01G0107200.1
Ayan01G010730.1	Acyan01G0107300.1
Ayan01G010740.1	Acyan01G0107400.1
Ayan01G010750.1	Acyan01G0107500.1
Ayan01G010760.1	Acyan01G0107600.1
Ayan01G010770.1	Acyan01G0107700.1
Ayan01G010780.1	Acyan01G0107800.1
Ayan01G010790.1	Acyan01G0107900.1
Ayan01G010800.1	Acyan01G0108000.1
Ayan01G010810.1	Acyan01G0108100.1
Ayan01G010820.1	Acyan01G0108200.1
Ayan01G010830.1	Acyan01G0108300.1
Ayan01G010840.1	Acyan01G0108400.1
Ayan01G010850.1	Acyan01G0108500.1
Ayan01G010860.1	Acyan01G0108600.1
Ayan01G010870.1	Acyan01G0108700.1
Ayan01G010880.1	Acyan01G0108800.1
Ayan01G010890.1	Acyan01G0108900.1
Ayan01G010900.1	Acyan01G0109000.1
Ayan01G010910.1	Acyan01G0109100.1
Ayan01G010920.1	Acyan01G0109200.1
Ayan01G010930.1	Acyan01G0109300.1
Ayan01G010940.1	Acyan01G0109400.1
Ayan01G010950.1	Acyan01G0109500.1
Ayan01G010960.1	Acyan01G0109600.1
Ayan01G010970.1	Acyan01G0109700.1
Ayan01G010980.1	Acyan01G0109800.1
Ayan01G010990.1	Acyan01G0109900.1
Ayan01G011000.1	Acyan01G0110000.1
Ayan01G011010.1	Acyan01G0110100.1
Ayan01G011020.1	Acyan01G0110200.1
Ayan01G011030.1	Acyan01G0110300.1
Ayan01G011040.1	Acyan01G0110400.1
Ayan01G011050.1	Acyan01G0110500.1
Ayan01G011060.1	Acyan01G0110600.1
Ayan01G011070.1	Acyan01G0110700.1
Ayan01G011080.1	Acyan01G0110800.1
Ayan01G011090.1	Acyan01G0110900.1
Ayan01G011100.1	Acyan01G0111000.1
Ayan01G011110.1	Acyan01G0111100.1
Ayan01G011120.1	Acyan01G0111200.1
Ayan01G011130.1	Acyan01G0111300.1
Ayan01G011140.1	Acyan01G0111400.1
Ayan01G011150.1	Acyan01G0111500.1
Ayan01G011160.1	Acyan01G0111600.1
Ayan01G011170.1	Acyan01G0111700.1
Ayan01G011180.1	Acyan01G0111800.1
Ayan01G011190.1	Acyan01G0111900.1
Ayan01G011200.1	Acyan01G0112000.1
Ayan01G011210.1	Acyan01G0112100.1
Ayan01G011220.1	Acyan01G0112200.1
Ayan01G011230.1	Acyan01G0112300.1
Ayan01G011240.1	Acyan01G0112400.1
Ayan01G011250.1	Acyan01G0112500.1
Ayan01G011260.1	Acyan01G0112600.1
Ayan01G011270.1	Acyan01G0112700.1
Ayan01G011280.1	Acyan01G0112800.1
Ayan01G011290.1	Acyan01G0112900.1
Ayan01G011300.1	Acyan01G0113000.1
Ayan01G011310.1	Acyan01G0113100.1
Ayan01G011320.1	Acyan01G0113200.1
Ayan01G011330.1	Acyan01G0113300.1
Ayan01G011340.1	Acyan01G0113400.1
Ayan01G011350.1	Acyan01G0113500.1
Ayan01G011360.1	Acyan01G0113600.1
Ayan01G011370.1	Acyan01G0113700.1
Ayan01G011380.1	Acyan01G0113800.1
Ayan01G011390.1	Acyan01G0113900.1
Ayan01G011400.1	Acyan01G0114000.1
Ayan01G011410.1	Acyan01G0114100.1
Ayan01G011420.1	Acyan01G0114200.1
Ayan01G011430.1	Acyan01G0114300.1
Ayan01G011440.1	Acyan01G0114400.1
Ayan01G011450.1	Acyan01G0114500.1
Ayan01G011460.1	Acyan01G0114600.1
Ayan01G011470.1	Acyan01G0114700.1
Ayan01G011480.1	Acyan01G0114800.1
Ayan01G011490.1	Acyan01G0114900.1
Ayan01G011500.1	Acyan01G0115000.1
Ayan01G011510.1	Acyan01G0115100.1
Ayan01G011520.1	Acyan01G0115200.1
Ayan01G011530.1	Acyan01G0115300.1
Ayan01G011540.1	Acyan01G0115400.1
Ayan01G011550.1	Acyan01G0115500.1
Ayan01G011560.1	Acyan01G0115600.1
Ayan01G011570.1	Acyan01G0115700.1
Ayan01G011580.1	Acyan01G0115800.1
Ayan01G011590.1	Acyan01G0115900.1
Ayan01G011600.1	Acyan01G0116000.1
Ayan01G011610.1	Acyan01G0116100.1
Ayan01G011620.1	Acyan01G0116200.1
Ayan01G011630.1	Acyan01G0116300.1
Ayan01G011640.1	Acyan01G0116400.1
Ayan01G011650.1	Acyan01G0116500.1
Ayan01G011660.1	Acyan01G0116600.1
Ayan01G011670.1	Acyan01G0116700.1
Ayan01G011680.1	Acyan01G0116800.1
Ayan01G011690.1	Acyan01G0116900.1
Ayan01G011700.1	Acyan01G0117000.1
Ayan01G011710.1	Acyan01G0117100.1
Ayan01G011720.1	Acyan01G0117200.1
Ayan01G011730.1	Acyan01G0117300.1
Ayan01G011740.1	Acyan01G0117400.1
Ayan01G011750.1	Acyan01G0117500.1
Ayan01G011760.1	Acyan01G0117600.1
Ayan01G011770.1	Acyan01G0117700.1
Ayan01G011780.1	Acyan01G0117800.1
Ayan01G011790.1	Acyan01G0117900.1
Ayan01G011800.1	Acyan01G0118000.1
Ayan01G011810.1	Acyan01G0118100.1
Ayan01G011820.1	Acyan01G0118200.1
Ayan01G011830.1	Acyan01G0118300.1
Ayan01G011840.1	Acyan01G0118400.1
Ayan01G011850.1	Acyan01G0118500.1
Ayan01G011860.1	Acyan01G0118600.1
Ayan01G011870.1	Acyan01G0118700.1
Ayan01G011880.1	Acyan01G0118800.1
Ayan01G011890.1	Acyan01G0118900.1
Ayan01G011900.1	Acyan01G0119000.1
Ayan01G011910.1	Acyan01G0119100.1
Ayan01G011920.1	Acyan01G0119200.1
Ayan01G011930.1	Acyan01G0119300.1
Ayan01G011940.1	Acyan01G0119400.1
Ayan01G011950.1	Acyan01G0119500.1
Ayan01G011960.1	Acyan01G0119600.1
Ayan01G011970.1	Acyan01G0119700.1
Ayan01G011980.1	Acyan01G0119800.1
Ayan01G011990.1	Acyan01G0119900.1
Ayan01G012000.1	Acyan01G0120000.1
Ayan01G012010.1	Acyan01G0120100.1
Ayan01G012020.1	Acyan01G0120200.1
Ayan01G012030.1	Acyan01G0120300.1
Ayan01G012040.1	Acyan01G0120400.1
Ayan01G012050.1	Acyan01G0120500.1
Ayan01G012060.1	Acyan01G0120600.1
Ayan01G012070.1	Acyan01G0120700.1
Ayan01G012080.1	Acyan01G0120800.1
Ayan01G012090.1	Acyan01G0120900.1
Ayan01G012100.1	Acyan01G0121000.1
Ayan01G012110.1	Acyan01G0121100.1
Ayan01G012120.1	Acyan01G0121200.1
Ayan01G012130.1	Acyan01G0121300.1
Ayan01G012140.1	Acyan01G0121400.1
