Apse01G000010.1	GWHTBECT000001
Apse01G006430.1	GWHTBECT000700
Apse01G006440.1	GWHTBECT000701
Apse01G006440.2	GWHTBECT000702
Apse01G006450.1	GWHTBECT000703
Apse01G006460.1	GWHTBECT000704
Apse01G006470.1	GWHTBECT000705
Apse01G006480.1	GWHTBECT000706
Apse01G006490.1	GWHTBECT000707
Apse01G006500.1	GWHTBECT000708
Apse01G006510.1	GWHTBECT000709
Apse01G006520.1	GWHTBECT000710
Apse01G006530.1	GWHTBECT000711
Apse01G006530.2	GWHTBECT000712
Apse01G006540.1	GWHTBECT000713
Apse01G006550.1	GWHTBECT000714
Apse01G006560.1	GWHTBECT000715
Apse01G006570.1	GWHTBECT000716
Apse01G006580.1	GWHTBECT000717
Apse01G006590.1	GWHTBECT000718
Apse01G006600.1	GWHTBECT000719
Apse01G006610.1	GWHTBECT000720
Apse01G006620.1	GWHTBECT000721
Apse01G006630.1	GWHTBECT000722
Apse01G006640.1	GWHTBECT000723
Apse01G006650.1	GWHTBECT000724
Apse01G006660.1	GWHTBECT000725
Apse01G006670.1	GWHTBECT000726
Apse01G006680.1	GWHTBECT000727
Apse01G006680.2	GWHTBECT000728
Apse01G006680.3	GWHTBECT000729
Apse01G006680.4	GWHTBECT000730
Apse01G006690.1	GWHTBECT000731
Apse01G006700.1	GWHTBECT000732
Apse01G006710.1	GWHTBECT000733
Apse01G006720.1	GWHTBECT000734
Apse01G006730.1	GWHTBECT000735
Apse01G006740.1	GWHTBECT000736
Apse01G006750.1	GWHTBECT000737
Apse01G006760.1	GWHTBECT000738
Apse01G006770.1	GWHTBECT000739
Apse01G006780.1	GWHTBECT000740
Apse01G006790.1	GWHTBECT000741
Apse01G006800.1	GWHTBECT000742
Apse01G006810.1	GWHTBECT000743
Apse01G006820.1	GWHTBECT000744
Apse01G006830.1	GWHTBECT000745
Apse01G006840.1	GWHTBECT000746
Apse01G006850.1	GWHTBECT000747
Apse01G006860.1	GWHTBECT000748
Apse01G006870.1	GWHTBECT000749
Apse01G006880.1	GWHTBECT000750
Apse01G006890.1	GWHTBECT000751
Apse01G006900.1	GWHTBECT000752
Apse01G006910.1	GWHTBECT000753
Apse01G006920.1	GWHTBECT000754
Apse01G006930.1	GWHTBECT000755
Apse01G006930.2	GWHTBECT000756
Apse01G006930.3	GWHTBECT000757
Apse01G006940.1	GWHTBECT000758
Apse01G006950.1	GWHTBECT000759
Apse01G006960.1	GWHTBECT000760
Apse01G006970.1	GWHTBECT000761
Apse01G006980.1	GWHTBECT000762
Apse01G006990.1	GWHTBECT000763
Apse01G006990.2	GWHTBECT000764
Apse01G007000.1	GWHTBECT000765
Apse01G007010.1	GWHTBECT000766
Apse01G007020.1	GWHTBECT000767
Apse01G007030.1	GWHTBECT000768
Apse01G007040.1	GWHTBECT000769
Apse01G007050.1	GWHTBECT000770
Apse01G007060.1	GWHTBECT000771
Apse01G007060.2	GWHTBECT000772
Apse01G007070.1	GWHTBECT000773
Apse01G007080.1	GWHTBECT000774
Apse01G007090.1	GWHTBECT000775
Apse01G007100.1	GWHTBECT000776
Apse01G007110.1	GWHTBECT000777
Apse01G007120.1	GWHTBECT000778
Apse01G007130.1	GWHTBECT000779
Apse01G007140.1	GWHTBECT000780
Apse01G007150.1	GWHTBECT000781
Apse01G007160.1	GWHTBECT000782
Apse01G007170.1	GWHTBECT000783
Apse01G007180.1	GWHTBECT000784
Apse01G007190.1	GWHTBECT000785
Apse01G007200.1	GWHTBECT000786
Apse01G007210.1	GWHTBECT000787
Apse01G007220.1	GWHTBECT000788
Apse01G007230.1	GWHTBECT000789
Apse01G007240.1	GWHTBECT000790
Apse01G007250.1	GWHTBECT000791
Apse01G007260.1	GWHTBECT000792
Apse01G007270.1	GWHTBECT000793
Apse01G007280.1	GWHTBECT000794
Apse01G007290.1	GWHTBECT000795
Apse01G007300.1	GWHTBECT000796
Apse01G007310.1	GWHTBECT000797
Apse01G007310.2	GWHTBECT000798
Apse01G007310.3	GWHTBECT000799
Apse01G007310.4	GWHTBECT000800
Apse01G007320.1	GWHTBECT000801
Apse01G007330.1	GWHTBECT000802
Apse01G007340.1	GWHTBECT000803
Apse01G007350.1	GWHTBECT000804
Apse01G007360.1	GWHTBECT000805
Apse01G007370.1	GWHTBECT000806
Apse01G007370.2	GWHTBECT000807
Apse01G007380.1	GWHTBECT000808
Apse01G007390.1	GWHTBECT000809
Apse01G007400.1	GWHTBECT000810
Apse01G007410.1	GWHTBECT000811
Apse01G007420.1	GWHTBECT000812
Apse01G007430.1	GWHTBECT000813
Apse01G007440.1	GWHTBECT000814
Apse01G007450.1	GWHTBECT000815
Apse01G007460.1	GWHTBECT000816
Apse01G007470.1	GWHTBECT000817
Apse01G007480.1	GWHTBECT000818
Apse01G007490.1	GWHTBECT000819
Apse01G007500.1	GWHTBECT000820
Apse01G007510.1	GWHTBECT000821
Apse01G007520.1	GWHTBECT000822
Apse01G007530.1	GWHTBECT000823
Apse01G007540.1	GWHTBECT000824
Apse01G007550.1	GWHTBECT000825
Apse01G007560.1	GWHTBECT000826
Apse01G007570.1	GWHTBECT000827
Apse01G007580.1	GWHTBECT000828
Apse01G007590.1	GWHTBECT000829
Apse01G007600.1	GWHTBECT000830
Apse01G007610.1	GWHTBECT000831
Apse01G007620.1	GWHTBECT000832
Apse01G007630.1	GWHTBECT000833
Apse01G007640.1	GWHTBECT000834
Apse01G007650.1	GWHTBECT000835
Apse01G007660.1	GWHTBECT000836
Apse01G007670.1	GWHTBECT000837
Apse01G007680.1	GWHTBECT000838
Apse01G007690.1	GWHTBECT000839
Apse01G007700.1	GWHTBECT000840
Apse01G007710.1	GWHTBECT000841
Apse01G007720.1	GWHTBECT000842
Apse01G007730.1	GWHTBECT000843
Apse01G007740.1	GWHTBECT000844
Apse01G007750.1	GWHTBECT000845
Apse01G007760.1	GWHTBECT000846
Apse01G007770.1	GWHTBECT000847
Apse01G007780.1	GWHTBECT000848
Apse01G007790.1	GWHTBECT000849
Apse01G007800.1	GWHTBECT000850
Apse01G007810.1	GWHTBECT000851
Apse01G007810.2	GWHTBECT000852
Apse01G007820.1	GWHTBECT000853
Apse01G007830.1	GWHTBECT000854
Apse01G007840.1	GWHTBECT000855
Apse01G007850.1	GWHTBECT000856
Apse01G007860.1	GWHTBECT000857
Apse01G007870.1	GWHTBECT000858
Apse01G007880.1	GWHTBECT000859
Apse01G007890.1	GWHTBECT000860
Apse01G007900.1	GWHTBECT000861
Apse01G007910.1	GWHTBECT000862
Apse01G007920.1	GWHTBECT000863
Apse01G007930.1	GWHTBECT000864
Apse01G007940.1	GWHTBECT000865
Apse01G007950.1	GWHTBECT000866
Apse01G007960.1	GWHTBECT000867
Apse01G007970.1	GWHTBECT000868
Apse01G007980.1	GWHTBECT000869
Apse01G007990.1	GWHTBECT000870
Apse01G008000.1	GWHTBECT000871
Apse01G008010.1	GWHTBECT000872
Apse01G008020.1	GWHTBECT000873
Apse01G008030.1	GWHTBECT000874
Apse01G008030.2	GWHTBECT000875
Apse01G008040.1	GWHTBECT000876
Apse01G008050.1	GWHTBECT000877
Apse01G008060.1	GWHTBECT000878
Apse01G008070.1	GWHTBECT000879
Apse01G008080.1	GWHTBECT000880
Apse01G008090.1	GWHTBECT000881
Apse01G008100.1	GWHTBECT000882
Apse01G008110.1	GWHTBECT000883
Apse01G008110.2	GWHTBECT000884
Apse01G008110.3	GWHTBECT000885
Apse01G008120.1	GWHTBECT000886
Apse01G008130.1	GWHTBECT000887
Apse01G008140.1	GWHTBECT000888
Apse01G008150.1	GWHTBECT000889
Apse01G008160.1	GWHTBECT000890
Apse01G008170.1	GWHTBECT000891
Apse01G008180.1	GWHTBECT000892
Apse01G008190.1	GWHTBECT000893
Apse01G008200.1	GWHTBECT000894
Apse01G008210.1	GWHTBECT000895
Apse01G008220.1	GWHTBECT000896
Apse01G008230.1	GWHTBECT000897
Apse01G008240.1	GWHTBECT000898
Apse01G008250.1	GWHTBECT000899
Apse01G008260.1	GWHTBECT000900
Apse01G008270.1	GWHTBECT000901
Apse01G008280.1	GWHTBECT000902
Apse01G008290.1	GWHTBECT000903
Apse01G008300.1	GWHTBECT000904
Apse01G008310.1	GWHTBECT000905
Apse01G008310.2	GWHTBECT000906
Apse01G008320.1	GWHTBECT000907
Apse01G008330.1	GWHTBECT000908
Apse01G008340.1	GWHTBECT000909
Apse01G008350.1	GWHTBECT000910
Apse01G008360.1	GWHTBECT000911
Apse01G008370.1	GWHTBECT000912
Apse01G008380.1	GWHTBECT000913
Apse01G008380.2	GWHTBECT000914
Apse01G008390.1	GWHTBECT000915
Apse01G008400.1	GWHTBECT000916
Apse01G008410.1	GWHTBECT000917
Apse01G008420.1	GWHTBECT000918
Apse01G008430.1	GWHTBECT000919
Apse01G008440.1	GWHTBECT000920
Apse01G008450.1	GWHTBECT000921
Apse01G008460.1	GWHTBECT000922
Apse01G008470.1	GWHTBECT000923
Apse01G008480.1	GWHTBECT000924
Apse01G008490.1	GWHTBECT000925
Apse01G008500.1	GWHTBECT000926
Apse01G008510.1	GWHTBECT000927
Apse01G008520.1	GWHTBECT000928
Apse01G008530.1	GWHTBECT000929
Apse01G008540.1	GWHTBECT000930
Apse01G008550.1	GWHTBECT000931
Apse01G008550.2	GWHTBECT000932
Apse01G008550.3	GWHTBECT000933
Apse01G008560.1	GWHTBECT000934
Apse01G008570.1	GWHTBECT000935
Apse01G008580.1	GWHTBECT000936
Apse01G008590.1	GWHTBECT000937
Apse01G008600.1	GWHTBECT000938
Apse01G008610.1	GWHTBECT000939
Apse01G008620.1	GWHTBECT000940
Apse01G008630.1	GWHTBECT000941
Apse01G008640.1	GWHTBECT000942
Apse01G008650.1	GWHTBECT000943
Apse01G008660.1	GWHTBECT000944
Apse01G008670.1	GWHTBECT000945
Apse01G008670.2	GWHTBECT000946
Apse01G008680.1	GWHTBECT000947
Apse01G008690.1	GWHTBECT000948
Apse01G008700.1	GWHTBECT000949
Apse01G008710.1	GWHTBECT000950
Apse01G008720.1	GWHTBECT000951
Apse01G008730.1	GWHTBECT000952
Apse01G008740.1	GWHTBECT000953
Apse01G008750.1	GWHTBECT000954
Apse01G008760.1	GWHTBECT000955
Apse01G008770.1	GWHTBECT000956
Apse01G008780.1	GWHTBECT000957
Apse01G008790.1	GWHTBECT000958
Apse01G008800.1	GWHTBECT000959
Apse01G008810.1	GWHTBECT000960
Apse01G008820.1	GWHTBECT000961
Apse01G008830.1	GWHTBECT000962
Apse01G008840.1	GWHTBECT000963
Apse01G008850.1	GWHTBECT000964
Apse01G008860.1	GWHTBECT000965
Apse01G008870.1	GWHTBECT000966
Apse01G008880.1	GWHTBECT000967
Apse01G008890.1	GWHTBECT000968
Apse01G008890.2	GWHTBECT000969
Apse01G008890.3	GWHTBECT000970
Apse01G008900.1	GWHTBECT000971
Apse01G008910.1	GWHTBECT000972
Apse01G008910.2	GWHTBECT000973
Apse01G008910.3	GWHTBECT000974
Apse01G008920.1	GWHTBECT000975
Apse01G008930.1	GWHTBECT000976
Apse01G008940.1	GWHTBECT000977
Apse01G008950.1	GWHTBECT000978
Apse01G008960.1	GWHTBECT000979
Apse01G008970.1	GWHTBECT000980
Apse01G008980.1	GWHTBECT000981
Apse01G008990.1	GWHTBECT000982
Apse01G009000.1	GWHTBECT000983
Apse01G009010.1	GWHTBECT000984
Apse01G009020.1	GWHTBECT000985
Apse01G009030.1	GWHTBECT000986
Apse01G009040.1	GWHTBECT000987
Apse01G009050.1	GWHTBECT000988
Apse01G009060.1	GWHTBECT000989
Apse01G009070.1	GWHTBECT000990
Apse01G009080.1	GWHTBECT000991
Apse01G009090.1	GWHTBECT000992
Apse01G009100.1	GWHTBECT000993
Apse01G009110.1	GWHTBECT000994
Apse01G009120.1	GWHTBECT000995
Apse01G009130.1	GWHTBECT000996
Apse01G009140.1	GWHTBECT000997
Apse01G009150.1	GWHTBECT000998
Apse01G009160.1	GWHTBECT000999
Apse01G009170.1	GWHTBECT001000
Apse01G009180.1	GWHTBECT001001
Apse01G009190.1	GWHTBECT001002
Apse01G009200.1	GWHTBECT001003
Apse01G009210.1	GWHTBECT001004
Apse01G009220.1	GWHTBECT001005
Apse01G009230.1	GWHTBECT001006
Apse01G009240.1	GWHTBECT001007
Apse01G009250.1	GWHTBECT001008
Apse01G009260.1	GWHTBECT001009
Apse01G009270.1	GWHTBECT001010
Apse01G009280.1	GWHTBECT001011
Apse01G009290.1	GWHTBECT001012
Apse01G009300.1	GWHTBECT001013
Apse01G009310.1	GWHTBECT001014
Apse01G009320.1	GWHTBECT001015
Apse01G009330.1	GWHTBECT001016
Apse01G009340.1	GWHTBECT001017
Apse01G009350.1	GWHTBECT001018
Apse01G009350.2	GWHTBECT001019
Apse01G009350.3	GWHTBECT001020
Apse01G009350.4	GWHTBECT001021
Apse01G009360.1	GWHTBECT001022
Apse01G009370.1	GWHTBECT001023
Apse01G009380.1	GWHTBECT001024
Apse01G009390.1	GWHTBECT001025
Apse01G009400.1	GWHTBECT001026
Apse01G009410.1	GWHTBECT001027
Apse01G009420.1	GWHTBECT001028
Apse01G009430.1	GWHTBECT001029
Apse01G009440.1	GWHTBECT001030
Apse01G009450.1	GWHTBECT001031
Apse01G009460.1	GWHTBECT001032
Apse01G009470.1	GWHTBECT001033
Apse01G009480.1	GWHTBECT001034
Apse01G009490.1	GWHTBECT001035
Apse01G009500.1	GWHTBECT001036
Apse01G009510.1	GWHTBECT001037
Apse01G009520.1	GWHTBECT001038
Apse01G009530.1	GWHTBECT001039
Apse01G009540.1	GWHTBECT001040
Apse01G009550.1	GWHTBECT001041
Apse01G009560.1	GWHTBECT001042
Apse01G009570.1	GWHTBECT001043
Apse01G009580.1	GWHTBECT001044
Apse01G009590.1	GWHTBECT001045
Apse01G009600.1	GWHTBECT001046
Apse01G009610.1	GWHTBECT001047
Apse01G009620.1	GWHTBECT001048
Apse01G009630.1	GWHTBECT001049
Apse01G009640.1	GWHTBECT001050
Apse01G009650.1	GWHTBECT001051
Apse01G009660.1	GWHTBECT001052
Apse01G009670.1	GWHTBECT001053
Apse01G009680.1	GWHTBECT001054
Apse01G009690.1	GWHTBECT001055
Apse01G009700.1	GWHTBECT001056
Apse01G009710.1	GWHTBECT001057
Apse01G009710.2	GWHTBECT001058
Apse01G009710.3	GWHTBECT001059
Apse01G009720.1	GWHTBECT001060
Apse01G009730.1	GWHTBECT001061
Apse01G009740.1	GWHTBECT001062
Apse01G009750.1	GWHTBECT001063
Apse01G009760.1	GWHTBECT001064
Apse01G009770.1	GWHTBECT001065
Apse01G009780.1	GWHTBECT001066
Apse01G009790.1	GWHTBECT001067
Apse01G009800.1	GWHTBECT001068
Apse01G009810.1	GWHTBECT001069
Apse01G009820.1	GWHTBECT001070
Apse01G009830.1	GWHTBECT001071
Apse01G009840.1	GWHTBECT001072
Apse01G009850.1	GWHTBECT001073
Apse01G009860.1	GWHTBECT001074
Apse01G009870.1	GWHTBECT001075
Apse01G009880.1	GWHTBECT001076
Apse01G009890.1	GWHTBECT001077
Apse01G009900.1	GWHTBECT001078
Apse01G009900.2	GWHTBECT001079
Apse01G009900.3	GWHTBECT001080
Apse01G009900.4	GWHTBECT001081
Apse01G009900.5	GWHTBECT001082
Apse01G009910.1	GWHTBECT001083
Apse01G009910.2	GWHTBECT001084
Apse01G009920.1	GWHTBECT001085
Apse01G009930.1	GWHTBECT001086
Apse01G009940.1	GWHTBECT001087
Apse01G009950.1	GWHTBECT001088
Apse01G009960.1	GWHTBECT001089
Apse01G009970.1	GWHTBECT001090
Apse01G009970.2	GWHTBECT001091
Apse01G009980.1	GWHTBECT001092
Apse01G009990.1	GWHTBECT001093
Apse01G010000.1	GWHTBECT001094
Apse01G010000.2	GWHTBECT001095
Apse01G010010.1	GWHTBECT001096
Apse01G010020.1	GWHTBECT001097
Apse01G010030.1	GWHTBECT001098
Apse01G010040.1	GWHTBECT001099
Apse01G010040.2	GWHTBECT001100
Apse01G010040.3	GWHTBECT001101
Apse01G010050.1	GWHTBECT001102
Apse01G010050.2	GWHTBECT001103
Apse01G010060.1	GWHTBECT001104
Apse01G010070.1	GWHTBECT001105
Apse01G010080.1	GWHTBECT001106
Apse01G010090.1	GWHTBECT001107
Apse01G010100.1	GWHTBECT001108
Apse01G010110.1	GWHTBECT001109
Apse01G010120.1	GWHTBECT001110
Apse01G010130.1	GWHTBECT001111
Apse01G010140.1	GWHTBECT001112
Apse01G010140.2	GWHTBECT001113
Apse01G010150.1	GWHTBECT001114
Apse01G010160.1	GWHTBECT001115
Apse01G010170.1	GWHTBECT001116
Apse01G010180.1	GWHTBECT001117
Apse01G010190.1	GWHTBECT001118
Apse01G010200.1	GWHTBECT001119
Apse01G010210.1	GWHTBECT001120
Apse01G010220.1	GWHTBECT001121
Apse01G010230.1	GWHTBECT001122
Apse01G010240.1	GWHTBECT001123
Apse01G010250.1	GWHTBECT001124
Apse01G010260.1	GWHTBECT001125
Apse01G010270.1	GWHTBECT001126
Apse01G010280.1	GWHTBECT001127
Apse01G010290.1	GWHTBECT001128
Apse01G010300.1	GWHTBECT001129
Apse01G010310.1	GWHTBECT001130
Apse01G010320.1	GWHTBECT001131
Apse01G010330.1	GWHTBECT001132
Apse01G010340.1	GWHTBECT001133
Apse01G010350.1	GWHTBECT001134
Apse01G010360.1	GWHTBECT001135
Apse01G010370.1	GWHTBECT001136
Apse01G010370.2	GWHTBECT001137
Apse01G010380.1	GWHTBECT001138
Apse01G010390.1	GWHTBECT001139
Apse01G010400.1	GWHTBECT001140
Apse01G010410.1	GWHTBECT001141
Apse01G010420.1	GWHTBECT001142
Apse01G010430.1	GWHTBECT001143
Apse01G010440.1	GWHTBECT001144
Apse01G010450.1	GWHTBECT001145
Apse01G010460.1	GWHTBECT001146
Apse01G010470.1	GWHTBECT001147
Apse01G010480.1	GWHTBECT001148
Apse01G010490.1	GWHTBECT001149
Apse01G010500.1	GWHTBECT001150
Apse01G010510.1	GWHTBECT001151
Apse01G010510.2	GWHTBECT001152
Apse01G010520.1	GWHTBECT001153
Apse01G010530.1	GWHTBECT001154
Apse01G010540.1	GWHTBECT001155
Apse01G010550.1	GWHTBECT001156
Apse01G010560.1	GWHTBECT001157
Apse01G010570.1	GWHTBECT001158
Apse01G010580.1	GWHTBECT001159
Apse01G010590.1	GWHTBECT001160
Apse01G010590.2	GWHTBECT001161
Apse01G010600.1	GWHTBECT001162
Apse01G010600.2	GWHTBECT001163
Apse01G010610.1	GWHTBECT001164
Apse01G010620.1	GWHTBECT001165
Apse01G010630.1	GWHTBECT001166
Apse01G010640.1	GWHTBECT001167
Apse01G010650.1	GWHTBECT001168
Apse01G010660.1	GWHTBECT001169
Apse01G010670.1	GWHTBECT001170
Apse01G010680.1	GWHTBECT001171
Apse01G010690.1	GWHTBECT001172
Apse01G010690.2	GWHTBECT001173
Apse01G010700.1	GWHTBECT001174
Apse01G010700.2	GWHTBECT001175
Apse01G010710.1	GWHTBECT001176
Apse01G010720.1	GWHTBECT001177
Apse01G010720.2	GWHTBECT001178
Apse01G010730.1	GWHTBECT001179
Apse01G010730.2	GWHTBECT001180
Apse01G010730.3	GWHTBECT001181
Apse01G010740.1	GWHTBECT001182
Apse01G010740.2	GWHTBECT001183
Apse01G010750.1	GWHTBECT001184
Apse01G010760.1	GWHTBECT001185
Apse01G010770.1	GWHTBECT001186
Apse01G010780.1	GWHTBECT001187
Apse01G010790.1	GWHTBECT001188
Apse01G010800.1	GWHTBECT001189
Apse01G010810.1	GWHTBECT001190
Apse01G010820.1	GWHTBECT001191
Apse01G010830.1	GWHTBECT001192
Apse01G010840.1	GWHTBECT001193
Apse01G010850.1	GWHTBECT001194
Apse01G010850.2	GWHTBECT001195
Apse01G010860.1	GWHTBECT001196
Apse01G010870.1	GWHTBECT001197
Apse01G010880.1	GWHTBECT001198
Apse01G010890.1	GWHTBECT001199
Apse01G010900.1	GWHTBECT001200
Apse01G010910.1	GWHTBECT001201
Apse01G010920.1	GWHTBECT001202
Apse01G010930.1	GWHTBECT001203
Apse01G010930.2	GWHTBECT001204
Apse01G010940.1	GWHTBECT001205
Apse01G010950.1	GWHTBECT001206
Apse01G010960.1	GWHTBECT001207
Apse01G010970.1	GWHTBECT001208
Apse01G010980.1	GWHTBECT001209
Apse01G010990.1	GWHTBECT001210
Apse01G011000.1	GWHTBECT001211
Apse01G011010.1	GWHTBECT001212
Apse01G011020.1	GWHTBECT001213
Apse01G011030.1	GWHTBECT001214
Apse01G011040.1	GWHTBECT001215
Apse01G011050.1	GWHTBECT001216
Apse01G011060.1	GWHTBECT001217
Apse01G011070.1	GWHTBECT001218
Apse01G011080.1	GWHTBECT001219
Apse01G011090.1	GWHTBECT001220
Apse01G011090.2	GWHTBECT001221
Apse01G011100.1	GWHTBECT001222
Apse01G011110.1	GWHTBECT001223
Apse01G011120.1	GWHTBECT001224
Apse01G011130.1	GWHTBECT001225
Apse01G011140.1	GWHTBECT001226
Apse01G011150.1	GWHTBECT001227
Apse01G011160.1	GWHTBECT001228
Apse01G011170.1	GWHTBECT001229
Apse01G011180.1	GWHTBECT001230
Apse01G011190.1	GWHTBECT001231
Apse01G011200.1	GWHTBECT001232
Apse01G011210.1	GWHTBECT001233
Apse01G011220.1	GWHTBECT001234
Apse01G011230.1	GWHTBECT001235
Apse01G011240.1	GWHTBECT001236
Apse01G011250.1	GWHTBECT001237
Apse01G011260.1	GWHTBECT001238
Apse01G011270.1	GWHTBECT001239
Apse01G011280.1	GWHTBECT001240
Apse01G011290.1	GWHTBECT001241
Apse01G011300.1	GWHTBECT001242
Apse01G011310.1	GWHTBECT001243
Apse01G011320.1	GWHTBECT001244
Apse01G011330.1	GWHTBECT001245
Apse01G011340.1	GWHTBECT001246
Apse01G011350.1	GWHTBECT001247
Apse01G011360.1	GWHTBECT001248
Apse01G011370.1	GWHTBECT001249
Apse01G011380.1	GWHTBECT001250
Apse01G011390.1	GWHTBECT001251
Apse01G011400.1	GWHTBECT001252
Apse01G011410.1	GWHTBECT001253
Apse01G011420.1	GWHTBECT001254
Apse01G011430.1	GWHTBECT001255
Apse01G011440.1	GWHTBECT001256
Apse01G011450.1	GWHTBECT001257
Apse01G011460.1	GWHTBECT001258
Apse01G011470.1	GWHTBECT001259
Apse01G011480.1	GWHTBECT001260
Apse01G011490.1	GWHTBECT001261
Apse01G011500.1	GWHTBECT001262
Apse01G011510.1	GWHTBECT001263
Apse01G011520.1	GWHTBECT001264
Apse01G011530.1	GWHTBECT001265
Apse01G011540.1	GWHTBECT001266
Apse01G011550.1	GWHTBECT001267
Apse01G011560.1	GWHTBECT001268
Apse01G011570.1	GWHTBECT001269
Apse01G011570.2	GWHTBECT001270
Apse01G011580.1	GWHTBECT001271
Apse01G011590.1	GWHTBECT001272
Apse01G011600.1	GWHTBECT001273
Apse01G011610.1	GWHTBECT001274
Apse01G011620.1	GWHTBECT001275
Apse01G011630.1	GWHTBECT001276
Apse01G011640.1	GWHTBECT001277
Apse01G011650.1	GWHTBECT001278
Apse01G011650.2	GWHTBECT001279
Apse01G011660.1	GWHTBECT001280
Apse01G011660.2	GWHTBECT001281
Apse01G011670.1	GWHTBECT001282
Apse01G011680.1	GWHTBECT001283
Apse01G011690.1	GWHTBECT001284
Apse01G011700.1	GWHTBECT001285
Apse01G011710.1	GWHTBECT001286
Apse01G011720.1	GWHTBECT001287
Apse01G011730.1	GWHTBECT001288
Apse01G011740.1	GWHTBECT001289
Apse01G011750.1	GWHTBECT001290
Apse01G011760.1	GWHTBECT001291
Apse01G011770.1	GWHTBECT001292
Apse01G011780.1	GWHTBECT001293
Apse01G011790.1	GWHTBECT001294
Apse01G011800.1	GWHTBECT001295
Apse01G011810.1	GWHTBECT001296
Apse01G011820.1	GWHTBECT001297
Apse01G011830.1	GWHTBECT001298
Apse01G011840.1	GWHTBECT001299
Apse01G011850.1	GWHTBECT001300
Apse01G011860.1	GWHTBECT001301
Apse01G011870.1	GWHTBECT001302
Apse01G011880.1	GWHTBECT001303
Apse01G011890.1	GWHTBECT001304
Apse01G011900.1	GWHTBECT001305
Apse01G011910.1	GWHTBECT001306
Apse01G011920.1	GWHTBECT001307
Apse01G011930.1	GWHTBECT001308
Apse01G011940.1	GWHTBECT001309
Apse01G011950.1	GWHTBECT001310
Apse01G011960.1	GWHTBECT001311
Apse01G011970.1	GWHTBECT001312
Apse01G011980.1	GWHTBECT001313
Apse01G011990.1	GWHTBECT001314
Apse01G012000.1	GWHTBECT001315
Apse01G012010.1	GWHTBECT001316
Apse01G012020.1	GWHTBECT001317
Apse01G012030.1	GWHTBECT001318
Apse01G012030.2	GWHTBECT001319
Apse01G012040.1	GWHTBECT001320
Apse01G012050.1	GWHTBECT001321
Apse01G012060.1	GWHTBECT001322
Apse01G012070.1	GWHTBECT001323
Apse01G012080.1	GWHTBECT001324
Apse01G012090.1	GWHTBECT001325
Apse01G012100.1	GWHTBECT001326
Apse01G012110.1	GWHTBECT001327
Apse01G012120.1	GWHTBECT001328
Apse01G012130.1	GWHTBECT001329
Apse01G012140.1	GWHTBECT001330
Apse01G012150.1	GWHTBECT001331
Apse01G012160.1	GWHTBECT001332
Apse01G012170.1	GWHTBECT001333
Apse01G012180.1	GWHTBECT001334
Apse01G012190.1	GWHTBECT001335
Apse01G012200.1	GWHTBECT001336
Apse01G012210.1	GWHTBECT001337
Apse01G012220.1	GWHTBECT001338
Apse01G012230.1	GWHTBECT001339
Apse01G012240.1	GWHTBECT001340
Apse01G012250.1	GWHTBECT001341
Apse01G012250.2	GWHTBECT001342
Apse01G012260.1	GWHTBECT001343
Apse01G012270.1	GWHTBECT001344
Apse01G012280.1	GWHTBECT001345
Apse01G012290.1	GWHTBECT001346
Apse01G012290.2	GWHTBECT001347
Apse01G012300.1	GWHTBECT001348
Apse01G012310.1	GWHTBECT001349
Apse01G012320.1	GWHTBECT001350
Apse01G012330.1	GWHTBECT001351
Apse01G012340.1	GWHTBECT001352
Apse01G012350.1	GWHTBECT001353
Apse01G012360.1	GWHTBECT001354
Apse01G012370.1	GWHTBECT001355
Apse01G012370.2	GWHTBECT001356
Apse01G012380.1	GWHTBECT001357
Apse01G012390.1	GWHTBECT001358
Apse01G012400.1	GWHTBECT001359
Apse01G012410.1	GWHTBECT001360
Apse01G012420.1	GWHTBECT001361
Apse01G012430.1	GWHTBECT001362
Apse01G012440.1	GWHTBECT001363
Apse01G012450.1	GWHTBECT001364
Apse01G012460.1	GWHTBECT001365
Apse01G012470.1	GWHTBECT001366
Apse01G012480.1	GWHTBECT001367
Apse01G012490.1	GWHTBECT001368
Apse01G012500.1	GWHTBECT001369
Apse01G012510.1	GWHTBECT001370
Apse01G012520.1	GWHTBECT001371
Apse01G012530.1	GWHTBECT001372
Apse01G012540.1	GWHTBECT001373
Apse01G012550.1	GWHTBECT001374
Apse01G012560.1	GWHTBECT001375
Apse01G012570.1	GWHTBECT001376
Apse01G012580.1	GWHTBECT001377
Apse01G012590.1	GWHTBECT001378
Apse01G012600.1	GWHTBECT001379
Apse01G012610.1	GWHTBECT001380
Apse01G012620.1	GWHTBECT001381
Apse01G012630.1	GWHTBECT001382
Apse01G012640.1	GWHTBECT001383
Apse01G012650.1	GWHTBECT001384
Apse01G012660.1	GWHTBECT001385
Apse01G012670.1	GWHTBECT001386
Apse01G012680.1	GWHTBECT001387
Apse01G012690.1	GWHTBECT001388
Apse01G012700.1	GWHTBECT001389
Apse01G012710.1	GWHTBECT001390
Apse01G012720.1	GWHTBECT001391
Apse01G012730.1	GWHTBECT001392
Apse01G012730.2	GWHTBECT001393
Apse01G012740.1	GWHTBECT001394
Apse01G012750.1	GWHTBECT001395
Apse01G012760.1	GWHTBECT001396
Apse01G012770.1	GWHTBECT001397
Apse01G012780.1	GWHTBECT001398
