Aneg05G018740.1	ACNE_00001
Aneg02G011440.1	ACNE_00736
Aneg12G012260.1	ACNE_00737
Aneg03G007550.1	ACNE_00738
Aneg02G004980.1	ACNE_00739
Aneg11G003960.1	ACNE_00740
Aneg03G029100.1	ACNE_00741
Aneg04G003150.1	ACNE_00742
Aneg02G014360.1	ACNE_00743
Aneg04G017090.1	ACNE_00744
Aneg02G008620.1	ACNE_00745
Aneg04G000090.1	ACNE_00746
Aneg05G010590.1	ACNE_00747
Aneg04G028720.1	ACNE_00748
Aneg02G022550.1	ACNE_00749
Aneg02G001830.1	ACNE_00750
Aneg11G002710.1	ACNE_00751
Aneg08G016540.1	ACNE_00752
Aneg04G008220.1	ACNE_00753
Aneg05G022110.1	ACNE_00754
Aneg06G013360.1	ACNE_00755
Aneg08G019520.1	ACNE_00756
Aneg09G002700.1	ACNE_00757
Aneg09G002520.1	ACNE_00758
Aneg10G001550.1	ACNE_00759
Aneg04G003920.1	ACNE_00760
Aneg05G016770.1	ACNE_00761
Aneg02G005990.1	ACNE_00762
Aneg06G019350.1	ACNE_00763
Aneg05G023910.1	ACNE_00764
Aneg11G014660.1	ACNE_00765
Aneg05G009580.1	ACNE_00766
Aneg11G018970.1	ACNE_00767
Aneg07G011400.1	ACNE_00768
Aneg02G005450.1	ACNE_00769
Aneg04G025370.1	ACNE_00770
Aneg11G018450.1	ACNE_00771
Aneg08G001030.1	ACNE_00772
Aneg06G014410.1	ACNE_00773
Aneg11G010520.1	ACNE_00774
Aneg06G003340.1	ACNE_00775
Aneg10G003220.1	ACNE_00776
Aneg02G020170.1	ACNE_00777
Aneg04G005960.1	ACNE_00778
Aneg05G011210.1	ACNE_00779
Aneg05G022240.1	ACNE_00780
Aneg10G009120.1	ACNE_00781
Aneg04G017040.1	ACNE_00782
Aneg13G002510.1	ACNE_00783
Aneg09G014000.1	ACNE_00784
Aneg02G030140.1	ACNE_00785
Aneg01G012790.1	ACNE_00786
Aneg11G010740.1	ACNE_00787
Aneg07G013710.1	ACNE_00788
Aneg05G006070.1	ACNE_00789
Aneg05G010110.1	ACNE_00790
Aneg10G007310.1	ACNE_00791
Aneg09G016140.1	ACNE_00792
Aneg03G018440.1	ACNE_00793
Aneg05G023750.1	ACNE_00794
Aneg10G013510.1	ACNE_00795
Aneg06G019550.1	ACNE_00796
Aneg01G029430.1	ACNE_00797
Aneg03G007170.1	ACNE_00798
Aneg03G022040.1	ACNE_00799
Aneg09G006100.1	ACNE_00800
Aneg12G002610.1	ACNE_00801
Aneg09G004350.1	ACNE_00802
Aneg13G006360.1	ACNE_00803
Aneg11G018550.1	ACNE_00804
Aneg12G015440.1	ACNE_00805
Aneg05G016650.1	ACNE_00806
Aneg02G010710.1	ACNE_00807
Aneg05G022680.1	ACNE_00808
Aneg10G007770.1	ACNE_00809
Aneg03G013440.1	ACNE_00810
Aneg03G021270.1	ACNE_00811
Aneg06G014750.1	ACNE_00812
Aneg12G003070.1	ACNE_00813
Aneg10G016290.1	ACNE_00814
Aneg13G012120.1	ACNE_00815
Aneg09G009010.1	ACNE_00816
Aneg06G009200.1	ACNE_00817
Aneg06G019090.1	ACNE_00818
Aneg08G002110.1	ACNE_00819
Aneg06G004150.1	ACNE_00820
Aneg13G009090.1	ACNE_00821
Aneg07G012030.1	ACNE_00822
Aneg07G014300.1	ACNE_00823
Aneg04G019130.1	ACNE_00824
Aneg08G013250.1	ACNE_00825
Aneg04G005750.1	ACNE_00826
Aneg04G002780.1	ACNE_00827
Aneg02G000290.1	ACNE_00828
Aneg05G003300.1	ACNE_00829
Aneg12G016750.1	ACNE_00830
Aneg09G009000.1	ACNE_00831
Aneg02G019560.1	ACNE_00832
Aneg01G020580.1	ACNE_00833
Aneg03G022170.1	ACNE_00834
Aneg08G010390.1	ACNE_00835
Aneg08G009050.1	ACNE_00836
Aneg13G012460.1	ACNE_00837
Aneg01G015570.1	ACNE_00838
Aneg13G000360.1	ACNE_00839
Aneg11G002770.1	ACNE_00840
Aneg06G009560.1	ACNE_00841
Aneg04G025880.1	ACNE_00842
Aneg01G003890.1	ACNE_00843
Aneg02G024310.1	ACNE_00844
Aneg05G004850.1	ACNE_00845
Aneg05G008670.1	ACNE_00846
Aneg03G013430.1	ACNE_00847
Aneg12G009410.1	ACNE_00848
Aneg02G024760.1	ACNE_00849
Aneg01G033020.1	ACNE_00850
Aneg09G005410.1	ACNE_00851
Aneg10G014510.1	ACNE_00852
Aneg02G014230.1	ACNE_00853
Aneg02G003850.1	ACNE_00854
Aneg09G000900.1	ACNE_00855
Aneg08G004940.1	ACNE_00856
Aneg11G008450.1	ACNE_00857
Aneg04G002260.1	ACNE_00858
Aneg07G000700.1	ACNE_00859
Aneg01G020420.1	ACNE_00860
Aneg05G003610.1	ACNE_00861
Aneg09G004890.1	ACNE_00862
Aneg06G002820.1	ACNE_00863
Aneg09G014940.1	ACNE_00864
Aneg11G009840.1	ACNE_00865
Aneg04G015830.1	ACNE_00866
Aneg09G018690.1	ACNE_00867
Aneg05G012650.1	ACNE_00868
Aneg10G003770.1	ACNE_00869
Aneg09G018050.1	ACNE_00870
Aneg02G021790.1	ACNE_00871
Aneg07G010520.1	ACNE_00872
Aneg02G000830.1	ACNE_00873
Aneg10G005970.1	ACNE_00874
Aneg08G015480.1	ACNE_00875
Aneg06G014950.1	ACNE_00876
Aneg01G025710.1	ACNE_00877
Aneg03G007870.1	ACNE_00878
Aneg11G009400.1	ACNE_00879
Aneg11G019380.1	ACNE_00880
Aneg11G007310.1	ACNE_00881
Aneg02G013310.1	ACNE_00882
Aneg11G011360.1	ACNE_00883
Aneg05G005150.1	ACNE_00884
Aneg01G001460.1	ACNE_00885
Aneg02G026040.1	ACNE_00886
Aneg08G008510.1	ACNE_00887
Aneg08G012110.1	ACNE_00888
Aneg05G005750.1	ACNE_00889
Aneg10G001370.1	ACNE_00890
Aneg08G015390.1	ACNE_00891
Aneg03G000070.1	ACNE_00892
Aneg01G016000.1	ACNE_00893
Aneg02G009180.1	ACNE_00894
Aneg03G027560.1	ACNE_00895
Aneg03G022190.1	ACNE_00896
Aneg03G004230.1	ACNE_00897
Aneg03G005660.1	ACNE_00898
Aneg02G018730.1	ACNE_00899
Aneg01G015260.1	ACNE_00900
Aneg05G002000.1	ACNE_00901
Aneg13G013310.1	ACNE_00902
Aneg12G008360.1	ACNE_00903
Aneg11G018600.1	ACNE_00904
Aneg13G014330.1	ACNE_00905
Aneg04G026220.1	ACNE_00906
Aneg07G007910.1	ACNE_00907
Aneg03G017690.1	ACNE_00908
Aneg05G008520.1	ACNE_00909
Aneg06G006400.1	ACNE_00910
Aneg08G015800.1	ACNE_00911
Aneg08G011480.1	ACNE_00912
Aneg07G010850.1	ACNE_00913
Aneg05G008570.1	ACNE_00914
Aneg08G009190.1	ACNE_00915
Aneg09G009260.1	ACNE_00916
Aneg09G010760.1	ACNE_00917
Aneg08G014820.1	ACNE_00918
Aneg12G011170.1	ACNE_00919
Aneg05G024420.1	ACNE_00920
Aneg05G023240.1	ACNE_00921
Aneg11G004190.1	ACNE_00922
Aneg07G019380.1	ACNE_00923
Aneg09G004720.1	ACNE_00924
Aneg05G001400.1	ACNE_00925
Aneg04G024440.1	ACNE_00926
Aneg11G019390.1	ACNE_00927
Aneg01G006950.1	ACNE_00928
Aneg04G022560.1	ACNE_00929
Aneg13G007750.1	ACNE_00930
Aneg04G001350.1	ACNE_00931
Aneg09G000290.1	ACNE_00932
Aneg07G007000.1	ACNE_00933
Aneg09G007430.1	ACNE_00934
Aneg13G008260.1	ACNE_00935
Aneg02G027340.1	ACNE_00936
Aneg08G010720.1	ACNE_00937
Aneg12G013830.1	ACNE_00938
Aneg07G012380.1	ACNE_00939
Aneg02G028000.1	ACNE_00940
Aneg02G013740.1	ACNE_00941
Aneg02G014950.1	ACNE_00942
Aneg12G004950.1	ACNE_00943
Aneg02G004520.1	ACNE_00944
Aneg11G001630.1	ACNE_00945
Aneg11G018300.1	ACNE_00946
Aneg12G003780.1	ACNE_00947
Aneg08G008010.1	ACNE_00948
Aneg12G016640.1	ACNE_00949
Aneg12G001330.1	ACNE_00950
Aneg06G015490.1	ACNE_00951
Aneg04G028610.1	ACNE_00952
Aneg05G006370.1	ACNE_00953
Aneg06G021240.1	ACNE_00954
Aneg03G026790.1	ACNE_00955
Aneg02G013900.1	ACNE_00956
Aneg11G006960.1	ACNE_00957
Aneg12G005030.1	ACNE_00958
Aneg02G018100.1	ACNE_00959
Aneg02G025540.1	ACNE_00960
Aneg10G013490.1	ACNE_00961
Aneg06G016740.1	ACNE_00962
Aneg13G003240.1	ACNE_00963
Aneg13G004760.1	ACNE_00964
Aneg06G010340.1	ACNE_00965
Aneg02G030950.1	ACNE_00966
Aneg13G003590.1	ACNE_00967
Aneg11G004340.1	ACNE_00968
Aneg04G008290.1	ACNE_00969
Aneg005S000020.1	ACNE_00970
Aneg01G006400.1	ACNE_00971
Aneg04G025700.1	ACNE_00972
Aneg13G012860.1	ACNE_00973
Aneg02G029540.1	ACNE_00974
Aneg08G004890.1	ACNE_00975
Aneg13G011020.1	ACNE_00976
Aneg11G006230.1	ACNE_00977
Aneg03G023960.1	ACNE_00978
Aneg08G012600.1	ACNE_00979
Aneg03G024730.1	ACNE_00980
Aneg01G012470.1	ACNE_00981
Aneg02G019500.1	ACNE_00982
Aneg09G018550.1	ACNE_00983
Aneg08G003230.1	ACNE_00984
Aneg08G013990.1	ACNE_00985
Aneg01G016270.1	ACNE_00986
Aneg01G032510.1	ACNE_00987
Aneg03G013510.1	ACNE_00988
Aneg03G008990.1	ACNE_00989
Aneg13G002600.1	ACNE_00990
Aneg05G004680.1	ACNE_00991
Aneg13G009080.1	ACNE_00992
Aneg12G008250.1	ACNE_00993
Aneg01G024270.1	ACNE_00994
Aneg12G015480.1	ACNE_00995
Aneg04G025590.1	ACNE_00996
Aneg07G009480.1	ACNE_00997
Aneg11G001140.1	ACNE_00998
Aneg13G005950.1	ACNE_00999
Aneg11G011270.1	ACNE_01000
Aneg07G005070.1	ACNE_01001
Aneg06G017430.1	ACNE_01002
Aneg12G013650.1	ACNE_01003
Aneg02G006690.1	ACNE_01004
Aneg10G001330.1	ACNE_01005
Aneg07G002610.1	ACNE_01006
Aneg01G027950.1	ACNE_01007
Aneg02G008740.1	ACNE_01008
Aneg03G028080.1	ACNE_01009
Aneg03G026610.1	ACNE_01010
Aneg11G017060.1	ACNE_01011
Aneg12G012460.1	ACNE_01012
Aneg06G006910.1	ACNE_01013
Aneg08G013440.1	ACNE_01014
Aneg01G002980.1	ACNE_01015
Aneg10G008880.1	ACNE_01016
Aneg10G007870.1	ACNE_01017
Aneg05G012510.1	ACNE_01018
Aneg08G013910.1	ACNE_01019
Aneg04G000600.1	ACNE_01020
Aneg09G017720.1	ACNE_01021
Aneg03G026810.1	ACNE_01022
Aneg03G023500.1	ACNE_01023
Aneg07G004330.1	ACNE_01024
Aneg03G010970.1	ACNE_01025
Aneg01G011150.1	ACNE_01026
Aneg09G015610.1	ACNE_01027
Aneg01G014130.1	ACNE_01028
Aneg06G011000.1	ACNE_01029
Aneg02G025600.1	ACNE_01030
Aneg04G006190.1	ACNE_01031
Aneg06G014500.1	ACNE_01032
Aneg11G016600.1	ACNE_01033
Aneg019S000010.1	ACNE_01034
Aneg03G002450.1	ACNE_01035
Aneg01G022630.1	ACNE_01036
Aneg04G023980.1	ACNE_01037
Aneg05G004600.1	ACNE_01038
Aneg09G005080.1	ACNE_01039
Aneg07G017260.1	ACNE_01040
Aneg09G011890.1	ACNE_01041
Aneg01G025500.1	ACNE_01042
Aneg08G015910.1	ACNE_01043
Aneg13G008930.1	ACNE_01044
Aneg01G016010.1	ACNE_01045
Aneg03G010590.1	ACNE_01046
Aneg06G007240.1	ACNE_01047
Aneg06G004600.1	ACNE_01048
Aneg07G000130.1	ACNE_01049
Aneg04G000190.1	ACNE_01050
Aneg04G008360.1	ACNE_01051
Aneg12G008160.1	ACNE_01052
Aneg095S000020.1	ACNE_01053
Aneg07G005790.1	ACNE_01054
Aneg12G008590.1	ACNE_01055
Aneg01G014310.1	ACNE_01056
Aneg01G027890.1	ACNE_01057
Aneg01G029810.1	ACNE_01058
Aneg06G000370.1	ACNE_01059
Aneg11G000070.1	ACNE_01060
Aneg06G006590.1	ACNE_01061
Aneg12G003330.1	ACNE_01062
Aneg07G017170.1	ACNE_01063
Aneg02G012300.1	ACNE_01064
Aneg13G013580.1	ACNE_01065
Aneg05G022010.1	ACNE_01066
Aneg04G008840.1	ACNE_01067
Aneg10G003800.1	ACNE_01068
Aneg09G013850.1	ACNE_01069
Aneg037S000030.1	ACNE_01070
Aneg11G018430.1	ACNE_01071
Aneg01G027870.1	ACNE_01072
Aneg03G000700.1	ACNE_01073
Aneg11G009850.1	ACNE_01074
Aneg01G022460.1	ACNE_01075
Aneg08G011700.1	ACNE_01076
Aneg09G000450.1	ACNE_01077
Aneg01G027920.1	ACNE_01078
Aneg11G011350.1	ACNE_01079
Aneg10G004260.1	ACNE_01080
Aneg09G018240.1	ACNE_01081
Aneg01G024120.1	ACNE_01082
Aneg01G012030.1	ACNE_01083
Aneg06G006760.1	ACNE_01084
Aneg02G014710.1	ACNE_01085
Aneg04G018850.1	ACNE_01086
Aneg02G021800.1	ACNE_01087
Aneg04G010570.1	ACNE_01088
Aneg13G012930.1	ACNE_01089
Aneg02G010290.1	ACNE_01090
Aneg05G011510.1	ACNE_01091
Aneg12G017300.1	ACNE_01092
Aneg03G019020.1	ACNE_01093
Aneg11G003260.1	ACNE_01094
Aneg03G020570.1	ACNE_01095
Aneg07G002000.1	ACNE_01096
Aneg12G014360.1	ACNE_01097
Aneg02G016270.1	ACNE_01098
Aneg04G001250.1	ACNE_01099
Aneg13G005550.1	ACNE_01100
Aneg10G003130.1	ACNE_01101
Aneg07G011640.1	ACNE_01102
Aneg03G015900.1	ACNE_01103
Aneg10G010810.1	ACNE_01104
Aneg05G007380.1	ACNE_01105
Aneg04G028470.1	ACNE_01106
Aneg01G020370.1	ACNE_01107
Aneg01G025670.1	ACNE_01108
Aneg03G026780.1	ACNE_01109
Aneg04G005120.1	ACNE_01110
Aneg01G002810.1	ACNE_01111
Aneg07G017780.1	ACNE_01112
Aneg09G004680.1	ACNE_01113
Aneg08G009690.1	ACNE_01114
Aneg08G014420.1	ACNE_01115
Aneg09G019050.1	ACNE_01116
Aneg06G001960.1	ACNE_01117
Aneg06G010990.1	ACNE_01118
Aneg09G003340.1	ACNE_01119
Aneg03G025840.1	ACNE_01120
Aneg09G013020.1	ACNE_01121
Aneg12G009350.1	ACNE_01122
Aneg01G015870.1	ACNE_01123
Aneg03G012000.1	ACNE_01124
Aneg11G014500.1	ACNE_01125
Aneg01G005330.1	ACNE_01126
Aneg12G007350.1	ACNE_01127
Aneg01G020860.1	ACNE_01128
Aneg02G025630.1	ACNE_01129
Aneg06G018940.1	ACNE_01130
Aneg05G022330.1	ACNE_01131
Aneg03G023260.1	ACNE_01132
Aneg13G008910.1	ACNE_01133
Aneg04G021710.1	ACNE_01134
Aneg03G006810.1	ACNE_01135
Aneg02G027720.1	ACNE_01136
Aneg03G008500.1	ACNE_01137
Aneg03G029650.1	ACNE_01138
Aneg09G008060.1	ACNE_01139
Aneg07G001480.1	ACNE_01140
Aneg06G009360.1	ACNE_01141
Aneg11G001970.1	ACNE_01142
Aneg02G006740.1	ACNE_01143
Aneg01G018220.1	ACNE_01144
Aneg01G001790.1	ACNE_01145
Aneg12G007670.1	ACNE_01146
Aneg03G018040.1	ACNE_01147
Aneg12G011570.1	ACNE_01148
Aneg13G002810.1	ACNE_01149
Aneg05G004790.1	ACNE_01150
Aneg09G017450.1	ACNE_01151
Aneg08G006640.1	ACNE_01152
Aneg10G015980.1	ACNE_01153
Aneg01G029760.1	ACNE_01154
Aneg065S000010.1	ACNE_01155
Aneg04G017010.1	ACNE_01156
Aneg01G006020.1	ACNE_01157
Aneg05G012060.1	ACNE_01158
Aneg06G009470.1	ACNE_01159
Aneg03G019750.1	ACNE_01160
Aneg09G019270.1	ACNE_01161
Aneg02G001840.1	ACNE_01162
Aneg10G015590.1	ACNE_01163
Aneg13G002870.1	ACNE_01164
Aneg01G007230.1	ACNE_01165
Aneg12G009260.1	ACNE_01166
Aneg03G022950.1	ACNE_01167
Aneg09G010770.1	ACNE_01168
Aneg07G006880.1	ACNE_01169
Aneg04G008050.1	ACNE_01170
Aneg06G018380.1	ACNE_01171
Aneg12G004300.1	ACNE_01172
Aneg01G003900.1	ACNE_01173
Aneg04G023620.1	ACNE_01174
Aneg01G030210.1	ACNE_01175
Aneg05G009690.1	ACNE_01176
Aneg05G000690.1	ACNE_01177
Aneg06G007820.1	ACNE_01178
Aneg02G022110.1	ACNE_01179
Aneg13G010290.1	ACNE_01180
Aneg04G013860.1	ACNE_01181
Aneg12G010710.1	ACNE_01182
Aneg13G010450.1	ACNE_01183
Aneg11G017360.1	ACNE_01184
Aneg04G008490.1	ACNE_01185
Aneg06G010760.1	ACNE_01186
Aneg09G015010.1	ACNE_01187
Aneg11G015090.1	ACNE_01188
Aneg03G023240.1	ACNE_01189
Aneg09G012480.1	ACNE_01190
Aneg13G012190.1	ACNE_01191
Aneg09G000770.1	ACNE_01192
Aneg02G012090.1	ACNE_01193
Aneg06G001170.1	ACNE_01194
Aneg05G007310.1	ACNE_01195
Aneg12G011320.1	ACNE_01196
Aneg09G002100.1	ACNE_01197
Aneg05G003900.1	ACNE_01198
Aneg03G008790.1	ACNE_01199
Aneg11G016300.1	ACNE_01200
Aneg03G023590.1	ACNE_01201
Aneg03G000340.1	ACNE_01202
Aneg10G014720.1	ACNE_01203
Aneg05G017310.1	ACNE_01204
Aneg06G020810.1	ACNE_01205
Aneg03G020370.1	ACNE_01206
Aneg01G003910.1	ACNE_01207
Aneg08G001490.1	ACNE_01208
Aneg09G017150.1	ACNE_01209
Aneg01G005470.1	ACNE_01210
Aneg01G012730.1	ACNE_01211
Aneg04G028550.1	ACNE_01212
Aneg11G017800.1	ACNE_01213
Aneg12G007160.1	ACNE_01214
Aneg07G014780.1	ACNE_01215
Aneg08G014310.1	ACNE_01216
Aneg04G001790.1	ACNE_01217
Aneg04G028030.1	ACNE_01218
Aneg12G003730.1	ACNE_01219
Aneg04G019300.1	ACNE_01220
Aneg03G018420.1	ACNE_01221
Aneg05G024930.1	ACNE_01222
Aneg04G012070.1	ACNE_01223
Aneg10G016510.1	ACNE_01224
Aneg05G005460.1	ACNE_01225
Aneg03G029570.1	ACNE_01226
Aneg02G012850.1	ACNE_01227
Aneg08G003120.1	ACNE_01228
Aneg09G017410.1	ACNE_01229
Aneg05G003070.1	ACNE_01230
Aneg12G005370.1	ACNE_01231
Aneg11G002870.1	ACNE_01232
Aneg12G013300.1	ACNE_01233
Aneg04G018790.1	ACNE_01234
Aneg037S000020.1	ACNE_01235
Aneg05G012070.1	ACNE_01236
Aneg08G015080.1	ACNE_01237
Aneg06G005160.1	ACNE_01238
Aneg08G005360.1	ACNE_01239
Aneg13G001070.1	ACNE_01240
Aneg12G006940.1	ACNE_01241
Aneg08G012130.1	ACNE_01242
Aneg12G008700.1	ACNE_01243
Aneg12G018160.1	ACNE_01244
Aneg11G012370.1	ACNE_01245
Aneg02G027000.1	ACNE_01246
Aneg02G017180.1	ACNE_01247
Aneg08G002620.1	ACNE_01248
Aneg13G010110.1	ACNE_01249
Aneg02G026870.1	ACNE_01250
Aneg06G017260.1	ACNE_01251
Aneg06G000060.1	ACNE_01252
Aneg06G001370.1	ACNE_01253
Aneg07G009010.1	ACNE_01254
Aneg13G000500.1	ACNE_01255
Aneg07G005030.1	ACNE_01256
Aneg11G014930.1	ACNE_01257
Aneg08G000630.1	ACNE_01258
Aneg01G015640.1	ACNE_01259
Aneg03G019200.1	ACNE_01260
Aneg01G020680.1	ACNE_01261
Aneg07G002030.1	ACNE_01262
Aneg01G030970.1	ACNE_01263
Aneg04G021870.1	ACNE_01264
Aneg03G017730.1	ACNE_01265
Aneg12G004450.1	ACNE_01266
Aneg10G000220.1	ACNE_01267
Aneg02G001170.1	ACNE_01268
Aneg13G015150.1	ACNE_01269
Aneg05G017840.1	ACNE_01270
Aneg03G016410.1	ACNE_01271
Aneg01G024640.1	ACNE_01272
Aneg04G004220.1	ACNE_01273
Aneg08G012340.1	ACNE_01274
Aneg06G007220.1	ACNE_01275
Aneg04G022010.1	ACNE_01276
Aneg08G006340.1	ACNE_01277
Aneg07G002560.1	ACNE_01278
Aneg10G015010.1	ACNE_01279
Aneg10G001100.1	ACNE_01280
Aneg12G005060.1	ACNE_01281
Aneg02G016390.1	ACNE_01282
Aneg02G023260.1	ACNE_01283
Aneg06G004620.1	ACNE_01284
Aneg11G009380.1	ACNE_01285
Aneg04G010550.1	ACNE_01286
Aneg07G016100.1	ACNE_01287
Aneg04G002930.1	ACNE_01288
Aneg01G012660.1	ACNE_01289
Aneg03G020380.1	ACNE_01290
Aneg10G005060.1	ACNE_01291
Aneg04G023550.1	ACNE_01292
Aneg05G008550.1	ACNE_01293
Aneg04G016510.1	ACNE_01294
Aneg09G009530.1	ACNE_01295
Aneg01G006000.1	ACNE_01296
Aneg07G003260.1	ACNE_01297
Aneg01G032160.1	ACNE_01298
Aneg09G010390.1	ACNE_01299
Aneg01G030480.1	ACNE_01300
Aneg03G009560.1	ACNE_01301
Aneg12G005240.1	ACNE_01302
Aneg02G008280.1	ACNE_01303
Aneg08G007830.1	ACNE_01304
Aneg03G029080.1	ACNE_01305
Aneg02G009410.1	ACNE_01306
Aneg03G009970.1	ACNE_01307
Aneg13G005200.1	ACNE_01308
Aneg05G007670.1	ACNE_01309
Aneg03G024760.1	ACNE_01310
Aneg07G002520.1	ACNE_01311
Aneg02G019980.1	ACNE_01312
Aneg12G005730.1	ACNE_01313
Aneg03G013270.1	ACNE_01314
Aneg03G001670.1	ACNE_01315
Aneg03G019430.1	ACNE_01316
Aneg03G015090.1	ACNE_01317
Aneg07G008000.1	ACNE_01318
Aneg02G024240.1	ACNE_01319
Aneg06G006720.1	ACNE_01320
Aneg01G002470.1	ACNE_01321
Aneg03G013460.1	ACNE_01322
Aneg03G026540.1	ACNE_01323
Aneg02G001480.1	ACNE_01324
Aneg04G021920.1	ACNE_01325
Aneg13G004700.1	ACNE_01326
Aneg05G020770.1	ACNE_01327
Aneg01G009220.1	ACNE_01328
Aneg10G012620.1	ACNE_01329
Aneg05G006200.1	ACNE_01330
Aneg08G005510.1	ACNE_01331
Aneg01G003170.1	ACNE_01332
Aneg03G014190.1	ACNE_01333
Aneg08G010360.1	ACNE_01334
Aneg04G014630.1	ACNE_01335
Aneg08G008800.1	ACNE_01336
Aneg06G019290.1	ACNE_01337
Aneg07G010490.1	ACNE_01338
Aneg02G007930.1	ACNE_01339
Aneg06G000170.1	ACNE_01340
Aneg01G001690.1	ACNE_01341
Aneg02G015810.1	ACNE_01342
Aneg03G028460.1	ACNE_01343
Aneg03G010680.1	ACNE_01344
Aneg03G026560.1	ACNE_01345
Aneg03G008570.1	ACNE_01346
Aneg05G016320.1	ACNE_01347
Aneg02G021820.1	ACNE_01348
Aneg04G002250.1	ACNE_01349
Aneg11G014200.1	ACNE_01350
Aneg01G003600.1	ACNE_01351
Aneg03G002750.1	ACNE_01352
Aneg03G025490.1	ACNE_01353
Aneg02G002920.1	ACNE_01354
Aneg05G009920.1	ACNE_01355
Aneg13G004710.1	ACNE_01356
Aneg02G014780.1	ACNE_01357
Aneg10G014550.1	ACNE_01358
Aneg01G025380.1	ACNE_01359
Aneg07G019010.1	ACNE_01360
Aneg01G004340.1	ACNE_01361
Aneg05G006670.1	ACNE_01362
Aneg03G018350.1	ACNE_01363
Aneg08G005460.1	ACNE_01364
Aneg11G005250.1	ACNE_01365
Aneg06G005620.1	ACNE_01366
Aneg03G015540.1	ACNE_01367
Aneg03G014400.1	ACNE_01368
Aneg02G021190.1	ACNE_01369
Aneg13G000950.1	ACNE_01370
Aneg06G009380.1	ACNE_01371
Aneg10G008100.1	ACNE_01372
Aneg02G026630.1	ACNE_01373
Aneg10G005090.1	ACNE_01374
Aneg01G010080.1	ACNE_01375
Aneg02G008020.1	ACNE_01376
Aneg09G016110.1	ACNE_01377
Aneg12G011210.1	ACNE_01378
Aneg11G018440.1	ACNE_01379
Aneg05G007220.1	ACNE_01380
Aneg04G007990.1	ACNE_01381
Aneg13G010470.1	ACNE_01382
Aneg02G006290.1	ACNE_01383
Aneg11G004950.1	ACNE_01384
Aneg02G027110.1	ACNE_01385
Aneg03G007860.1	ACNE_01386
Aneg03G012330.1	ACNE_01387
Aneg03G018920.1	ACNE_01388
Aneg04G012780.1	ACNE_01389
Aneg05G022700.1	ACNE_01390
Aneg05G002950.1	ACNE_01391
Aneg01G032490.1	ACNE_01392
Aneg05G016390.1	ACNE_01393
Aneg04G013150.1	ACNE_01394
Aneg01G022360.1	ACNE_01395
Aneg04G008770.1	ACNE_01396
Aneg07G006160.1	ACNE_01397
Aneg06G009450.1	ACNE_01398
Aneg01G006450.1	ACNE_01399
Aneg02G000800.1	ACNE_01400
Aneg11G018950.1	ACNE_01401
Aneg01G006100.1	ACNE_01402
Aneg01G019460.1	ACNE_01403
Aneg06G011400.1	ACNE_01404
Aneg06G014940.1	ACNE_01405
Aneg08G006520.1	ACNE_01406
Aneg07G012680.1	ACNE_01407
Aneg04G016480.1	ACNE_01408
Aneg03G029050.1	ACNE_01409
Aneg13G017310.1	ACNE_01410
Aneg01G013280.1	ACNE_01411
Aneg08G005310.1	ACNE_01412
Aneg02G004000.1	ACNE_01413
Aneg13G002580.1	ACNE_01414
Aneg03G016290.1	ACNE_01415
Aneg10G005070.1	ACNE_01416
Aneg01G007680.1	ACNE_01417
Aneg05G021660.1	ACNE_01418
Aneg03G005630.1	ACNE_01419
Aneg04G013070.1	ACNE_01420
Aneg09G015780.1	ACNE_01421
Aneg10G009920.1	ACNE_01422
Aneg04G018160.1	ACNE_01423
Aneg06G000320.1	ACNE_01424
Aneg11G002900.1	ACNE_01425
Aneg12G015820.1	ACNE_01426
Aneg02G022560.1	ACNE_01427
Aneg08G001530.1	ACNE_01428
Aneg04G016270.1	ACNE_01429
Aneg09G003510.1	ACNE_01430
Aneg02G025450.1	ACNE_01431
Aneg04G023500.1	ACNE_01432
Aneg06G009220.1	ACNE_01433
Aneg09G007950.1	ACNE_01434
Aneg13G015170.1	ACNE_01435
Aneg09G006110.1	ACNE_01436
Aneg05G000120.1	ACNE_01437
Aneg05G016300.1	ACNE_01438
Aneg04G013710.1	ACNE_01439
Aneg11G008640.1	ACNE_01440
Aneg08G005660.1	ACNE_01441
Aneg05G002080.1	ACNE_01442
Aneg10G009410.1	ACNE_01443
Aneg01G024370.1	ACNE_01444
Aneg13G013240.1	ACNE_01445
Aneg12G002630.1	ACNE_01446
Aneg09G009560.1	ACNE_01447
Aneg12G017090.1	ACNE_01448
Aneg12G007260.1	ACNE_01449
Aneg05G023000.1	ACNE_01450
Aneg09G009930.1	ACNE_01451
Aneg06G011390.1	ACNE_01452
Aneg06G018740.1	ACNE_01453
Aneg04G007290.1	ACNE_01454
Aneg07G000740.1	ACNE_01455
Aneg03G004470.1	ACNE_01456
Aneg05G002210.1	ACNE_01457
Aneg07G016520.1	ACNE_01458
Aneg02G030030.1	ACNE_01459
Aneg06G016030.1	ACNE_01460
Aneg03G004550.1	ACNE_01461
Aneg06G001520.1	ACNE_01462
Aneg02G010590.1	ACNE_01463
Aneg10G011390.1	ACNE_01464
Aneg04G018830.1	ACNE_01465
Aneg13G001180.1	ACNE_01466
Aneg08G015690.1	ACNE_01467
Aneg09G013540.1	ACNE_01468
Aneg03G014180.1	ACNE_01469
Aneg09G006490.1	ACNE_01470
