Atru01G000010	Atru.chr1.1
Atru01G007660	Atru.chr1.1069
Atru01G007670	Atru.chr1.1070
Atru01G007680	Atru.chr1.1071
Atru01G007690	Atru.chr1.1072
Atru01G007700	Atru.chr1.1073
Atru01G007710	Atru.chr1.1074
Atru01G007720	Atru.chr1.1075
Atru01G007730	Atru.chr1.1076
Atru01G007740	Atru.chr1.1077.1
Atru01G007750	Atru.chr1.1078
Atru01G007760	Atru.chr1.1079
Atru01G007770	Atru.chr1.1080
Atru01G007780	Atru.chr1.1081
Atru01G007790	Atru.chr1.1082
Atru01G007800	Atru.chr1.1083
Atru01G007810	Atru.chr1.1085
Atru01G007820	Atru.chr1.1086
Atru01G007830	Atru.chr1.1087
Atru01G007840	Atru.chr1.1088
Atru01G007850	Atru.chr1.1089
Atru01G007860	Atru.chr1.1092
Atru01G007870	Atru.chr1.1094
Atru01G007880	Atru.chr1.1095
Atru01G007890	Atru.chr1.1096
Atru01G007900	Atru.chr1.1097
Atru01G007910	Atru.chr1.1098
Atru01G007920	Atru.BG.154.p
Atru01G007930	Atru.chr1.1100
Atru01G007940	Atru.chr1.1102
Atru01G007950	Atru.chr1.1107
Atru01G007960	Atru.chr1.1108
Atru01G007970	Atru.chr1.1109
Atru01G007980	Atru.chr1.1110
Atru01G007990	Atru.chr1.1111
Atru01G008000	Atru.chr1.1112
Atru01G008010	Atru.chr1.1113
Atru01G008020	Atru.chr1.1114
Atru01G008030	Atru.chr1.1115
Atru01G008040	Atru.chr1.1116
Atru01G008050	Atru.chr1.1117
Atru01G008060	Atru.chr1.1118
Atru01G008070	Atru.BG.180.p
Atru01G008080	Atru.chr1.1122
Atru01G008090	Atru.chr1.1123
Atru01G008100	Atru.chr1.1125
Atru01G008110	Atru.chr1.1126
Atru01G008120	Atru.chr1.1128
Atru01G008130	Atru.chr1.1129
Atru01G008140	Atru.chr1.1132.2
Atru01G008150	Atru.chr1.1133
Atru01G008160	Atru.chr1.1135
Atru01G008170	Atru.chr1.1136
Atru01G008180	Atru.chr1.1137
Atru01G008190	Atru.chr1.1138
Atru01G008200	Atru.chr1.1139
Atru01G008210	Atru.chr1.1140
Atru01G008220	Atru.chr1.1144
Atru01G008230	Atru.chr1.1145
Atru01G008240	Atru.chr1.1148
Atru01G008250	Atru.chr1.1149
Atru01G008260	Atru.chr1.1150
Atru01G008270	Atru.chr1.1152
Atru01G008280	Atru.chr1.1153
Atru01G008290	Atru.chr1.1154_Atru.chr1.1155
Atru01G008300	Atru.chr1.1166
Atru01G008310	Atru.chr1.1170
Atru01G008320	Atru.chr1.1173
Atru01G008330	Atru.chr1.1174
Atru01G008340	Atru.chr1.1176
Atru01G008350	Atru.chr1.1177
Atru01G008360	Atru.chr1.1178
Atru01G008370	Atru.chr1.1180
Atru01G008380	Atru.chr1.1181
Atru01G008390	Atru.chr1.1182
Atru01G008400	Atru.chr1.1184
Atru01G008410	Atru.chr1.1185
Atru01G008420	Atru.chr1.1186
Atru01G008430	Atru.chr1.1187
Atru01G008440	Atru.chr1.1188
Atru01G008450	Atru.chr1.1189
Atru01G008460	Atru.chr1.1190
Atru01G008470	Atru.chr1.1191
Atru01G008480	Atru.chr1.1192
Atru01G008490	Atru.chr1.1193
Atru01G008500	Atru.chr1.1194
Atru01G008510	Atru.chr1.1195
Atru01G008520	Atru.chr1.1203
Atru01G008530	Atru.chr1.1201
Atru01G008540	Atru.chr1.1202
Atru01G008550	Atru.chr1.1206
Atru01G008560	Atru.chr1.1207
Atru01G008570	Atru.chr1.1208
Atru01G008580	Atru.chr1.1209
Atru01G008590	Atru.chr1.1211
Atru01G008600	Atru.chr1.1215
Atru01G008610	Atru.chr1.1217
Atru01G008620	Atru.chr1.1220
Atru01G008630	Atru.chr1.1221
Atru01G008640	Atru.chr1.1222
Atru01G008650	Atru.chr1.1223
Atru01G008660	Atru.chr1.1224
Atru01G008670	Atru.chr1.1228
Atru01G008680	Atru.chr1.1229
Atru01G008690	Atru.chr1.1230
Atru01G008700	Atru.chr1.1231
Atru01G008710	Atru.chr1.1232
Atru01G008720	Atru.chr1.1233
Atru01G008730	Atru.chr1.1236
Atru01G008740	Atru.chr1.1237
Atru01G008750	Atru.chr1.1238
Atru01G008760	Atru.chr1.1239
Atru01G008770	Atru.chr1.1240
Atru01G008780	Atru.chr1.1241
Atru01G008790	Atru.chr1.1242
Atru01G008800	Atru.chr1.1243
Atru01G008810	Atru.chr1.1244
Atru01G008820	Atru.chr1.1245
Atru01G008830	Atru.chr1.1247
Atru01G008840	Atru.chr1.1248
Atru01G008850	Atru.chr1.1249
Atru01G008860	Atru.chr1.1250
Atru01G008870	Atru.chr1.1251
Atru01G008880	Atru.chr1.1254
Atru01G008890	Atru.chr1.1255
Atru01G008900	Atru.chr1.1256
Atru01G008910	Atru.chr1.1257
Atru01G008920	Atru.chr1.1259
Atru01G008930	Atru.chr1.1260
Atru01G008940	Atru.chr1.1261
Atru01G008950	Atru.chr1.1262
Atru01G008960	Atru.chr1.1263
Atru01G008970	Atru.chr1.1264
Atru01G008980	Atru.chr1.1265
Atru01G008990	Atru.chr1.1267
Atru01G009000	Atru.chr1.1268
Atru01G009010	Atru.chr1.1269
Atru01G009020	Atru.chr1.1270
Atru01G009030	Atru.chr1.1274
Atru01G009040	Atru.chr1.1276
Atru01G009050	Atru.chr1.1277
Atru01G009060	Atru.chr1.1278
Atru01G009070	Atru.chr1.1279.1
Atru01G009080	Atru.chr1.1280
Atru01G009090	Atru.chr1.1281
Atru01G009100	Atru.chr1.1283
Atru01G009110	Atru.chr1.1284
Atru01G009120	Atru.chr1.1285
Atru01G009130	Atru.chr1.1286
Atru01G009140	Atru.chr1.1287
Atru01G009150	Atru.chr1.1288
Atru01G009160	Atru.chr1.1289
Atru01G009170	Atru.chr1.1290
Atru01G009180	Atru.chr1.1291
Atru01G009190	Atru.chr1.1292
Atru01G009200	Atru.chr1.1293
Atru01G009210	Atru.chr1.1294
Atru01G009220	Atru.chr1.1295
Atru01G009230	Atru.chr1.1296
Atru01G009240	Atru.chr1.1299
Atru01G009250	Atru.chr1.1302
Atru01G009260	Atru.chr1.1303
Atru01G009270	Atru.chr1.1304
Atru01G009280	Atru.chr1.1305
Atru01G009290	Atru.chr1.1308
Atru01G009300	Atru.chr1.1309
Atru01G009310	Atru.chr1.1310
Atru01G009320	Atru.chr1.1311
Atru01G009330	Atru.chr1.1313
Atru01G009340	Atru.chr1.1314
Atru01G009350	Atru.chr1.1317
Atru01G009360	Atru.chr1.1320
Atru01G009370	Atru.chr1.1323
Atru01G009380	Atru.chr1.1324
Atru01G009390	Atru.chr1.1328
Atru01G009400	Atru.chr1.1332
Atru01G009410	Atru.chr1.1335
Atru01G009420	Atru.chr1.1336
Atru01G009430	Atru.chr1.1337
Atru01G009440	Atru.chr1.1338
Atru01G009450	Atru.chr1.1339
Atru01G009460	Atru.chr1.1340
Atru01G009470	Atru.chr1.1341
Atru01G009480	Atru.chr1.1342
Atru01G009490	Atru.chr1.1343
Atru01G009500	Atru.chr1.1345
Atru01G009510	Atru.chr1.1346
Atru01G009520	Atru.chr1.1350
Atru01G009530	Atru.chr1.1351
Atru01G009540	Atru.chr1.1363
Atru01G009550	Atru.chr1.1364
Atru01G009560	Atru.chr1.1365
Atru01G009570	Atru.chr1.1367
Atru01G009580	Atru.chr1.1368
Atru01G009590	Atru.chr1.1370
Atru01G009600	Atru.chr1.1372
Atru01G009610	Atru.chr1.1373
Atru01G009620	Atru.chr1.1374
Atru01G009630	Atru.chr1.1375
Atru01G009640	Atru.chr1.1376
Atru01G009650	Atru.chr1.1377
Atru01G009660	Atru.chr1.1378
Atru01G009670	Atru.chr1.1379.3
Atru01G009680	Atru.chr1.1380
Atru01G009690	Atru.chr1.1381
Atru01G009700	Atru.chr1.1382
Atru01G009710	Atru.chr1.1383
Atru01G009720	Atru.chr1.1384
Atru01G009730	Atru.chr1.1386
Atru01G009740	Atru.chr1.1387
Atru01G009750	Atru.chr1.1389
Atru01G009760	Atru.chr1.1390
Atru01G009770	Atru.chr1.1391
Atru01G009780	Atru.chr1.1392
Atru01G009790	Atru.chr1.1393
Atru01G009800	Atru.chr1.1394.1
Atru01G009810	Atru.chr1.1395
Atru01G009820	Atru.chr1.1396
Atru01G009830	Atru.chr1.1397
Atru01G009840	Atru.chr1.1398
Atru01G009850	Atru.chr1.1399
Atru01G009860	Atru.chr1.1400
Atru01G009870	Atru.chr1.1403
Atru01G009880	Atru.chr1.1405
Atru01G009890	Atru.chr1.1406
Atru01G009900	Atru.chr1.1407
Atru01G009910	Atru.chr1.1408
Atru01G009920	Atru.chr1.1409
Atru01G009930	Atru.chr1.1410
Atru01G009940	Atru.chr1.1411
Atru01G009950	Atru.chr1.1412
Atru01G009960	Atru.chr1.1413
Atru01G009970	Atru.chr1.1414
Atru01G009980	Atru.chr1.1415
Atru01G009990	Atru.chr1.1416
Atru01G010000	Atru.chr1.1417
Atru01G010010	Atru.chr1.1424
Atru01G010020	Atru.chr1.1427
Atru01G010030	Atru.chr1.1429
Atru01G010040	Atru.chr1.1430
Atru01G010050	Atru.chr1.1431
Atru01G010060	Atru.chr1.1432
Atru01G010070	Atru.chr1.1433
Atru01G010080	Atru.chr1.1435
Atru01G010090	Atru.chr1.1436
Atru01G010100	Atru.chr1.1437
Atru01G010110	Atru.chr1.1438
Atru01G010120	Atru.chr1.1439
Atru01G010130	Atru.chr1.1440
Atru01G010140	Atru.chr1.1441
Atru01G010150	Atru.chr1.1442
Atru01G010160	Atru.chr1.1443
Atru01G010170	Atru.chr1.1444
Atru01G010180	Atru.chr1.1445
Atru01G010190	Atru.chr1.1446
Atru01G010200	Atru.chr1.1450
Atru01G010210	Atru.chr1.1451
Atru01G010220	Atru.chr1.1452
Atru01G010230	Atru.chr1.1453
Atru01G010240	Atru.chr1.1454
Atru01G010250	Atru.chr1.1455
Atru01G010260	Atru.chr1.1456
Atru01G010270	Atru.chr1.1457
Atru01G010280	Atru.chr1.1463
Atru01G010290	Atru.chr1.1464
Atru01G010300	Atru.chr1.1465
Atru01G010310	Atru.chr1.1467
Atru01G010320	Atru.chr1.1468
Atru01G010330	Atru.chr1.1469
Atru01G010340	Atru.chr1.1472
Atru01G010350	Atru.chr1.1475
Atru01G010360	Atru.chr1.1479
Atru01G010370	Atru.chr1.1480
Atru01G010380	Atru.chr1.1481
Atru01G010390	Atru.chr1.1482
Atru01G010400	Atru.chr1.1483
Atru01G010410	Atru.chr1.1484
Atru01G010420	Atru.chr1.1485
Atru01G010430	Atru.chr1.1486
Atru01G010440	Atru.chr1.1488
Atru01G010450	Atru.chr1.1489
Atru01G010460	Atru.chr1.1490.1
Atru01G010470	Atru.chr1.1491
Atru01G010480	Atru.chr1.1492
Atru01G010490	Atru.chr1.1494
Atru01G010500	Atru.chr1.1498
Atru01G010510	Atru.chr1.1500
Atru01G010520	Atru.chr1.1501
Atru01G010530	Atru.chr1.1502
Atru01G010540	Atru.chr1.1504
Atru01G010550	Atru.chr1.1505
Atru01G010560	Atru.chr1.1506
Atru01G010570	Atru.chr1.1507
Atru01G010580	Atru.chr1.1508
Atru01G010590	Atru.chr1.1509
Atru01G010600	Atru.chr1.1512
Atru01G010610	Atru.chr1.1513
Atru01G010620	Atru.chr1.1514
Atru01G010630	Atru.chr1.1516
Atru01G010640	Atru.chr1.1517
Atru01G010650	Atru.chr1.1518
Atru01G010660	Atru.chr1.1520
Atru01G010670	Atru.chr1.1521
Atru01G010680	Atru.chr1.1524
Atru01G010690	Atru.chr1.1525
Atru01G010700	Atru.chr1.1527
Atru01G010710	Atru.chr1.1528
Atru01G010720	Atru.chr1.1530.1
Atru01G010730	Atru.chr1.1531
Atru01G010740	Atru.chr1.1532
Atru01G010750	Atru.chr1.1533
Atru01G010760	Atru.chr1.1534
Atru01G010770	Atru.chr1.1535
Atru01G010780	Atru.chr1.1536
Atru01G010790	Atru.chr1.1537
Atru01G010800	Atru.chr1.1538
Atru01G010810	Atru.chr1.1539
Atru01G010820	Atru.chr1.1540
Atru01G010830	Atru.chr1.1542
Atru01G010840	Atru.chr1.1543
Atru01G010850	Atru.chr1.1544
Atru01G010860	Atru.chr1.1545
Atru01G010870	Atru.chr1.1547
Atru01G010880	Atru.chr1.1552
Atru01G010890	Atru.chr1.1554
Atru01G010900	Atru.chr1.1557
Atru01G010910	Atru.chr1.1558
Atru01G010920	Atru.chr1.1559
Atru01G010930	Atru.chr1.1561
Atru01G010940	Atru.chr1.1562
Atru01G010950	Atru.chr1.1563
Atru01G010960	Atru.chr1.1565
Atru01G010970	Atru.chr1.1570
Atru01G010980	Atru.chr1.1571
Atru01G010990	Atru.chr1.1572
Atru01G011000	Atru.chr1.1573
Atru01G011010	Atru.chr1.1576
Atru01G011020	Atru.chr1.1577
Atru01G011030	Atru.chr1.1578
Atru01G011040	Atru.chr1.1579
Atru01G011050	Atru.chr1.1580
Atru01G011060	Atru.chr1.1583
Atru01G011070	Atru.chr1.1584
Atru01G011080	Atru.chr1.1585
Atru01G011090	Atru.chr1.1589
Atru01G011100	Atru.chr1.1590
Atru01G011110	Atru.chr1.1594
Atru01G011120	Atru.chr1.1597
Atru01G011130	Atru.chr1.1598
Atru01G011140	Atru.chr1.1601
Atru01G011150	Atru.chr1.1605
Atru01G011160	Atru.chr1.1606
Atru01G011170	Atru.chr1.1607
Atru01G011180	Atru.chr1.1608
Atru01G011190	Atru.chr1.1609
Atru01G011200	Atru.chr1.1610
Atru01G011210	Atru.chr1.1611
Atru01G011220	Atru.chr1.1613
Atru01G011230	Atru.chr1.1614
Atru01G011240	Atru.chr1.1615
Atru01G011250	Atru.chr1.1616
Atru01G011260	Atru.chr1.1617
Atru01G011270	Atru.chr1.1618
Atru01G011280	Atru.chr1.1619
Atru01G011290	Atru.chr1.1620
Atru01G011300	Atru.chr1.1622
Atru01G011310	Atru.chr1.1623
Atru01G011320	Atru.chr1.1625
Atru01G011330	Atru.chr1.1629
Atru01G011340	Atru.chr1.1630
Atru01G011350	Atru.chr1.1632
Atru01G011360	Atru.chr1.1634
Atru01G011370	Atru.chr1.1636
Atru01G011380	Atru.chr1.1640
Atru01G011390	Atru.chr1.1644
Atru01G011400	Atru.chr1.1645
Atru01G011410	Atru.chr1.1646
Atru01G011420	Atru.chr1.1648
Atru01G011430	Atru.chr1.1649
Atru01G011440	Atru.chr1.1650
Atru01G011450	Atru.chr1.1653
Atru01G011460	Atru.chr1.1654
Atru01G011470	Atru.chr1.1655
Atru01G011480	Atru.chr1.1657
Atru01G011490	Atru.chr1.1660
Atru01G011500	Atru.chr1.1661
Atru01G011510	Atru.chr1.1663.1
Atru01G011520	Atru.chr1.1662
Atru01G011530	Atru.chr1.1664
Atru01G011540	Atru.chr1.1666
Atru01G011550	Atru.chr1.1667
Atru01G011560	Atru.chr1.1668
Atru01G011570	Atru.chr1.1669
Atru01G011580	Atru.chr1.1670
Atru01G011590	Atru.chr1.1671
Atru01G011600	Atru.chr1.1672
Atru01G011610	Atru.chr1.1674
Atru01G011620	Atru.chr1.1681
Atru01G011630	Atru.chr1.1682
Atru01G011640	Atru.chr1.1683
Atru01G011650	Atru.BG.158.p
Atru01G011660	Atru.chr1.1685
Atru01G011670	Atru.chr1.1686
Atru01G011680	Atru.chr1.1687
Atru01G011690	Atru.chr1.1690
Atru01G011700	Atru.chr1.1691
Atru01G011710	Atru.chr1.1692
Atru01G011720	Atru.chr1.1693
Atru01G011730	Atru.chr1.1694
Atru01G011740	Atru.chr1.1695
Atru01G011750	Atru.chr1.1696
Atru01G011760	Atru.chr1.1697
Atru01G011770	Atru.chr1.1699
Atru01G011780	Atru.chr1.1698
Atru01G011790	Atru.chr1.1700
Atru01G011800	Atru.chr1.1701
Atru01G011810	Atru.chr1.1702
Atru01G011820	Atru.chr1.1703
Atru01G011830	Atru.chr1.1707
Atru01G011840	Atru.chr1.1708
Atru01G011850	Atru.chr1.1710
Atru01G011860	Atru.chr1.1711_Atru.chr1.1712
Atru01G011870	Atru.chr1.1713
Atru01G011880	Atru.chr1.1714
Atru01G011890	Atru.chr1.1715
Atru01G011900	Atru.chr1.1716
Atru01G011910	Atru.chr1.1717
Atru01G011920	Atru.chr1.1722
Atru01G011930	Atru.chr1.1723
Atru01G011940	Atru.chr1.1724
Atru01G011950	Atru.chr1.1726
Atru01G011960	Atru.chr1.1727
Atru01G011970	Atru.chr1.1728
Atru01G011980	Atru.chr1.1729
Atru01G011990	Atru.chr1.1730
Atru01G012000	Atru.chr1.1731
Atru01G012010	Atru.chr1.1733
Atru01G012020	Atru.chr1.1734
Atru01G012030	Atru.chr1.1736
Atru01G012040	Atru.chr1.1737
Atru01G012050	Atru.chr1.1738
Atru01G012060	Atru.chr1.1740
Atru01G012070	Atru.chr1.1741
Atru01G012080	Atru.chr1.1742
Atru01G012090	Atru.chr1.1743
Atru01G012100	Atru.chr1.1744
Atru01G012110	Atru.chr1.1745
Atru01G012120	Atru.chr1.1747
Atru01G012130	Atru.chr1.1750
Atru01G012140	Atru.chr1.1751
Atru01G012150	Atru.chr1.1753
Atru01G012160	Atru.chr1.1754
Atru01G012170	Atru.chr1.1755
Atru01G012180	Atru.chr1.1756
Atru01G012190	Atru.chr1.1759
Atru01G012200	Atru.chr1.1761
Atru01G012210	Atru.chr1.1763
Atru01G012220	Atru.chr1.1766
Atru01G012230	Atru.chr1.1767
Atru01G012240	Atru.chr1.1768
Atru01G012250	Atru.chr1.1769
Atru01G012260	Atru.chr1.1770
Atru01G012270	Atru.chr1.1773
Atru01G012280	Atru.chr1.1775
Atru01G012290	Atru.chr1.1776
Atru01G012300	Atru.chr1.1777
Atru01G012310	Atru.chr1.1778
Atru01G012320	Atru.chr1.1779
Atru01G012330	Atru.chr1.1780
Atru01G012340	Atru.chr1.1782
Atru01G012350	Atru.chr1.1783
Atru01G012360	Atru.chr1.1788
Atru01G012370	Atru.BG.179.p
Atru01G012380	Atru.chr1.1790
Atru01G012390	Atru.chr1.1791
Atru01G012400	Atru.chr1.1793
Atru01G012410	Atru.chr1.1795
Atru01G012420	Atru.chr1.1796
Atru01G012430	Atru.chr1.1797
Atru01G012440	Atru.chr1.1798
Atru01G012450	Atru.chr1.1799
Atru01G012460	Atru.chr1.1800
Atru01G012470	Atru.chr1.1801
Atru01G012480	Atru.chr1.1802
Atru01G012490	Atru.chr1.1803
Atru01G012500	Atru.chr1.1810
Atru01G012510	Atru.chr1.1814
Atru01G012520	Atru.chr1.1817
Atru01G012530	Atru.chr1.1818
Atru01G012540	Atru.chr1.1819
Atru01G012550	Atru.chr1.1821
Atru01G012560	Atru.chr1.1825
Atru01G012570	Atru.chr1.1830
Atru01G012580	Atru.chr1.1831
Atru01G012590	Atru.chr1.1833
Atru01G012600	Atru.chr1.1834
Atru01G012610	Atru.chr1.1835
Atru01G012620	Atru.chr1.1836
Atru01G012630	Atru.chr1.1837
Atru01G012640	Atru.chr1.1839
Atru01G012650	Atru.chr1.1841
Atru01G012660	Atru.chr1.1842
Atru01G012670	Atru.chr1.1843
Atru01G012680	Atru.chr1.1844
Atru01G012690	Atru.chr1.1848
Atru01G012700	Atru.chr1.1849
Atru01G012710	Atru.chr1.1850
Atru01G012720	Atru.chr1.1852
Atru01G012730	Atru.chr1.1855
Atru01G012740	Atru.chr1.1860
Atru01G012750	Atru.chr1.1862
Atru01G012760	Atru.chr1.1864
Atru01G012770	Atru.chr1.1866
Atru01G012780	Atru.chr1.1867
Atru01G012790	Atru.chr1.1868
Atru01G012800	Atru.chr1.1869
Atru01G012810	Atru.chr1.1873
Atru01G012820	Atru.chr1.1874
Atru01G012830	Atru.chr1.1875
Atru01G012840	Atru.chr1.1877
Atru01G012850	Atru.chr1.1878
Atru01G012860	Atru.chr1.1879
Atru01G012870	Atru.chr1.1880
Atru01G012880	Atru.chr1.1882
Atru01G012890	Atru.chr1.1886
Atru01G012900	Atru.chr1.1887
Atru01G012910	Atru.chr1.1889
Atru01G012920	Atru.chr1.1890
Atru01G012930	Atru.chr1.1891
Atru01G012940	Atru.chr1.1896
Atru01G012950	Atru.chr1.1897
Atru01G012960	Atru.chr1.1899
Atru01G012970	Atru.chr1.1900
Atru01G012980	Atru.chr1.1901
Atru01G012990	Atru.chr1.1902
Atru01G013000	Atru.chr1.1904
Atru01G013010	Atru.chr1.1905
Atru01G013020	Atru.chr1.1906
Atru01G013030	Atru.chr1.1908
Atru01G013040	Atru.chr1.1909
Atru01G013050	Atru.chr1.1911
Atru01G013060	Atru.chr1.1912
Atru01G013070	Atru.chr1.1915
Atru01G013080	Atru.chr1.1916
Atru01G013090	Atru.chr1.1917
Atru01G013100	Atru.chr1.1920
Atru01G013110	Atru.chr1.1922
Atru01G013120	Atru.chr1.1923
Atru01G013130	Atru.chr1.1924
Atru01G013140	Atru.chr1.1927
Atru01G013150	Atru.chr1.1928
Atru01G013160	Atru.chr1.1929
Atru01G013170	Atru.chr1.1933
Atru01G013180	Atru.chr1.1934
Atru01G013190	Atru.chr1.1937
Atru01G013200	Atru.chr1.1939
Atru01G013210	Atru.chr1.1940
Atru01G013220	Atru.chr1.1941
Atru01G013230	Atru.chr1.1942
Atru01G013240	Atru.chr1.1943
Atru01G013250	Atru.chr1.1947
Atru01G013260	Atru.chr1.1949
Atru01G013270	Atru.chr1.1951
Atru01G013280	Atru.chr1.1952
Atru01G013290	Atru.chr1.1954
Atru01G013300	Atru.chr1.1956
Atru01G013310	Atru.chr1.1957
Atru01G013320	Atru.chr1.1959
Atru01G013330	Atru.chr1.1960
Atru01G013340	Atru.chr1.1965
Atru01G013350	Atru.chr1.1966
Atru01G013360	Atru.chr1.1967
Atru01G013370	Atru.chr1.1970
Atru01G013380	Atru.chr1.1971
Atru01G013390	Atru.chr1.1972
Atru01G013400	Atru.chr1.1973
Atru01G013410	Atru.chr1.1978
Atru01G013420	Atru.chr1.1979
Atru01G013430	Atru.chr1.1980
Atru01G013440	Atru.chr1.1982
Atru01G013450	Atru.chr1.1983.1
Atru01G013460	Atru.chr1.1984
Atru01G013470	Atru.chr1.1985
Atru01G013480	Atru.chr1.1986
Atru01G013490	Atru.chr1.1987
Atru01G013500	Atru.chr1.1992
Atru01G013510	Atru.chr1.1993
Atru01G013520	Atru.chr1.1997
Atru01G013530	Atru.chr1.1999
Atru01G013540	Atru.chr1.2000
Atru01G013550	Atru.chr1.2002
Atru01G013560	Atru.chr1.2003
Atru01G013570	Atru.chr1.2006
Atru01G013580	Atru.chr1.2007
Atru01G013590	Atru.chr1.2008
Atru01G013600	Atru.chr1.2009
Atru01G013610	Atru.chr1.2010
Atru01G013620	Atru.chr1.2020
Atru01G013630	Atru.chr1.2023
Atru01G013640	Atru.chr1.2025
Atru01G013650	Atru.chr1.2026
Atru01G013660	Atru.chr1.2027
Atru01G013670	Atru.chr1.2029
Atru01G013680	Atru.chr1.2031
Atru01G013690	Atru.chr1.2033
Atru01G013700	Atru.chr1.2037
Atru01G013710	Atru.chr1.2038
Atru01G013720	Atru.chr1.2039
Atru01G013730	Atru.chr1.2043
Atru01G013740	Atru.chr1.2046
Atru01G013750	Atru.chr1.2047
Atru01G013760	Atru.chr1.2048
Atru01G013770	Atru.chr1.2049
Atru01G013780	Atru.chr1.2050
Atru01G013790	Atru.chr1.2051
Atru01G013800	Atru.chr1.2057
Atru01G013810	Atru.chr1.2066
Atru01G013820	Atru.chr1.2068
Atru01G013830	Atru.chr1.2069
Atru01G013840	Atru.chr1.2070
Atru01G013850	Atru.chr1.2071
Atru01G013860	Atru.chr1.2072
Atru01G013870	Atru.chr1.2073
Atru01G013880	Atru.chr1.2074
Atru01G013890	Atru.chr1.2075
Atru01G013900	Atru.chr1.2076
Atru01G013910	Atru.chr1.2080
Atru01G013920	Atru.chr1.2081
Atru01G013930	Atru.chr1.2082
Atru01G013940	Atru.chr1.2083
Atru01G013950	Atru.chr1.2086
Atru01G013960	Atru.chr1.2088
Atru01G013970	Atru.chr1.2089
Atru01G013980	Atru.chr1.2094
Atru01G013990	Atru.chr1.2097
Atru01G014000	Atru.chr1.2102
Atru01G014010	Atru.chr1.2106
Atru01G014020	Atru.chr1.2107
Atru01G014030	Atru.chr1.2109
Atru01G014040	Atru.chr1.2112
Atru01G014050	Atru.chr1.2113
Atru01G014060	Atru.chr1.2115
Atru01G014070	Atru.chr1.2124
Atru01G014080	Atru.chr1.2125
Atru01G014090	Atru.chr1.2128
Atru01G014100	Atru.chr1.2130
Atru01G014110	Atru.chr1.2134
Atru01G014120	Atru.chr1.2137
Atru01G014130	Atru.chr1.2138
Atru01G014140	Atru.chr1.2139
Atru01G014150	Atru.chr1.2140
Atru01G014160	Atru.chr1.2141
Atru01G014170	Atru.chr1.2142
Atru01G014180	Atru.chr1.2146
Atru01G014190	Atru.chr1.2147
Atru01G014200	Atru.chr1.2149
Atru01G014210	Atru.chr1.2150
Atru01G014220	Atru.chr1.2151
Atru01G014230	Atru.chr1.2152
Atru01G014240	Atru.chr1.2153
Atru01G014250	Atru.chr1.2154
Atru01G014260	Atru.chr1.2155
Atru01G014270	Atru.chr1.2156
Atru01G014280	Atru.chr1.2158
Atru01G014290	Atru.chr1.2162
Atru01G014300	Atru.chr1.2163
Atru01G014310	Atru.chr1.2165
Atru01G014320	Atru.chr1.2168.1
Atru01G014330	Atru.chr1.2169
Atru01G014340	Atru.chr1.2170
Atru01G014350	Atru.chr1.2171
Atru01G014360	Atru.chr1.2172
Atru01G014370	Atru.chr1.2173
Atru01G014380	Atru.chr1.2174
Atru01G014390	Atru.chr1.2175
Atru01G014400	Atru.chr1.2176.1
Atru01G014410	Atru.chr1.2177
Atru01G014420	Atru.chr1.2178
Atru01G014430	Atru.chr1.2179
Atru01G014440	Atru.chr1.2180
Atru01G014450	Atru.chr1.2181
Atru01G014460	Atru.chr1.2182
Atru01G014470	Atru.chr1.2183
Atru01G014480	Atru.chr1.2184
Atru01G014490	Atru.chr1.2185
Atru01G014500	Atru.chr1.2186
Atru01G014510	Atru.chr1.2189
Atru01G014520	Atru.chr1.2190
Atru01G014530	Atru.chr1.2191
Atru01G014540	Atru.chr1.2192
Atru01G014550	Atru.chr1.2194
Atru01G014560	Atru.chr1.2201
Atru01G014570	Atru.chr1.2202
Atru01G014580	Atru.BG.167.p
Atru01G014590	Atru.chr1.2204
Atru01G014600	Atru.chr1.2205
Atru01G014610	Atru.chr1.2206
Atru01G014620	Atru.chr1.2207
Atru01G014630	Atru.chr1.2208.1
Atru01G014640	Atru.chr1.2209
Atru01G014650	Atru.chr1.2210
Atru01G014660	Atru.chr1.2211
Atru01G014670	Atru.chr1.2212
Atru01G014680	Atru.chr1.2213
Atru01G014690	Atru.chr1.2215
Atru01G014700	Atru.chr1.2224.1
Atru01G014710	Atru.chr1.2226
Atru01G014720	Atru.chr1.2232
Atru01G014730	Atru.chr1.2233
Atru01G014740	Atru.chr1.2234
Atru01G014750	Atru.chr1.2235
Atru01G014760	Atru.chr1.2236
Atru01G014770	Atru.chr1.2237
Atru01G014780	Atru.chr1.2238
Atru01G014790	Atru.chr1.2239
Atru01G014800	Atru.chr1.2240
Atru01G014810	Atru.chr1.2243
Atru01G014820	Atru.chr1.2244
Atru01G014830	Atru.chr1.2245
Atru01G014840	Atru.chr1.2246
Atru01G014850	Atru.chr1.2247
Atru01G014860	Atru.chr1.2250_Atru.chr1.2251
Atru01G014870	Atru.chr1.2252
Atru01G014880	Atru.chr1.2253.1
Atru01G014890	Atru.chr1.2254
Atru01G014900	Atru.chr1.2256
Atru01G014910	Atru.chr1.2257
Atru01G014920	Atru.chr1.2258
Atru01G014930	Atru.chr1.2259
Atru01G014940	Atru.chr1.2260
Atru01G014950	Atru.chr1.2261
Atru01G014960	Atru.chr1.2263
Atru01G014970	Atru.chr1.2264
