Asac12G016960.1	ACSA_00001
Asac08G017660.1	ACSA_00777
Asac07G022670.1	ACSA_00778
Asac07G016320.1	ACSA_00779
Asac09G021880.1	ACSA_00780
Asac09G023590.1	ACSA_00781
Asac08G013340.1	ACSA_00782
Asac208S000050.1	ACSA_00783
Asac13G014640.1	ACSA_00784
Asac08G019220.1	ACSA_00785
Asac12G014910.1	ACSA_00786
Asac09G006970.1	ACSA_00787
Asac03G027770.1	ACSA_00788
Asac10G009290.1	ACSA_00789
Asac08G013720.1	ACSA_00790
Asac04G021710.1	ACSA_00791
Asac01G023050.1	ACSA_00792
Asac09G018690.1	ACSA_00793
Asac03G008690.1	ACSA_00794
Asac03G005240.1	ACSA_00795
Asac12G020010.1	ACSA_00796
Asac04G001330.1	ACSA_00797
Asac02G004020.1	ACSA_00798
Asac03G001330.1	ACSA_00799
Asac02G035050.1	ACSA_00800
Asac240S000030.1	ACSA_00801
Asac08G003450.1	ACSA_00802
Asac01G012570.1	ACSA_00803
Asac09G026320.1	ACSA_00804
Asac04G005570.1	ACSA_00805
Asac04G007060.1	ACSA_00806
Asac09G018350.1	ACSA_00807
Asac05G032040.1	ACSA_00808
Asac08G014850.1	ACSA_00809
Asac01G002230.1	ACSA_00810
Asac01G034260.1	ACSA_00811
Asac08G017670.1	ACSA_00812
Asac08G006730.1	ACSA_00813
Asac03G029230.1	ACSA_00814
Asac12G011760.1	ACSA_00815
Asac05G026380.1	ACSA_00816
Asac02G014960.1	ACSA_00817
Asac302S000010.1	ACSA_00818
Asac04G013570.1	ACSA_00819
Asac08G023880.1	ACSA_00820
Asac03G028030.1	ACSA_00821
Asac06G008020.1	ACSA_00822
Asac11G020500.1	ACSA_00823
Asac08G013630.1	ACSA_00824
Asac06G006310.1	ACSA_00825
Asac11G011210.1	ACSA_00826
Asac02G022820.1	ACSA_00827
Asac12G002630.1	ACSA_00828
Asac01G001110.1	ACSA_00829
Asac04G020880.1	ACSA_00830
Asac10G023290.1	ACSA_00831
Asac02G035560.1	ACSA_00832
Asac10G002330.1	ACSA_00833
Asac03G014120.1	ACSA_00834
Asac01G015240.1	ACSA_00835
Asac01G004280.1	ACSA_00836
Asac03G026030.1	ACSA_00837
Asac08G015350.1	ACSA_00838
Asac08G003920.1	ACSA_00839
Asac04G024400.1	ACSA_00840
Asac02G002820.1	ACSA_00841
Asac03G002030.1	ACSA_00842
Asac04G006800.1	ACSA_00843
Asac03G019330.1	ACSA_00844
Asac03G016250.1	ACSA_00845
Asac10G004380.1	ACSA_00846
Asac09G008470.1	ACSA_00847
Asac01G014300.1	ACSA_00848
Asac02G037510.1	ACSA_00849
Asac01G025640.1	ACSA_00850
Asac05G014600.1	ACSA_00851
Asac12G004000.1	ACSA_00852
Asac06G011740.1	ACSA_00853
Asac07G014140.1	ACSA_00854
Asac02G038670.1	ACSA_00855
Asac08G020920.1	ACSA_00856
Asac06G011630.1	ACSA_00857
Asac03G026130.1	ACSA_00858
Asac09G016460.1	ACSA_00859
Asac08G012830.1	ACSA_00860
Asac02G022320.1	ACSA_00861
Asac05G029670.1	ACSA_00862
Asac03G008480.1	ACSA_00863
Asac133S000030.1	ACSA_00864
Asac06G003310.1	ACSA_00865
Asac07G016840.1	ACSA_00866
Asac12G015470.1	ACSA_00867
Asac02G037170.1	ACSA_00868
Asac13G015880.1	ACSA_00869
Asac03G010800.1	ACSA_00870
Asac04G016020.1	ACSA_00871
Asac13G000090.1	ACSA_00872
Asac10G021600.1	ACSA_00873
Asac13G013060.1	ACSA_00874
Asac10G003080.1	ACSA_00875
Asac09G005300.1	ACSA_00876
Asac06G008310.1	ACSA_00877
Asac04G018850.1	ACSA_00878
Asac02G004750.1	ACSA_00879
Asac06G003630.1	ACSA_00880
Asac03G001370.1	ACSA_00881
Asac028S000740.1	ACSA_00882
Asac11G018670.1	ACSA_00883
Asac132S000010.1	ACSA_00884
Asac09G000430.1	ACSA_00885
Asac10G005170.1	ACSA_00886
Asac09G019780.1	ACSA_00887
Asac06G002700.1	ACSA_00888
Asac09G005520.1	ACSA_00889
Asac12G006520.1	ACSA_00890
Asac04G002230.1	ACSA_00891
Asac01G002620.1	ACSA_00892
Asac07G006370.1	ACSA_00893
Asac02G022110.1	ACSA_00894
Asac01G027120.1	ACSA_00895
Asac12G023410.1	ACSA_00896
Asac02G006380.1	ACSA_00897
Asac02G033940.1	ACSA_00898
Asac11G022060.1	ACSA_00899
Asac01G040540.1	ACSA_00900
Asac01G018240.1	ACSA_00901
Asac09G009000.1	ACSA_00902
Asac06G023210.1	ACSA_00903
Asac05G018980.1	ACSA_00904
Asac02G012270.1	ACSA_00905
Asac02G034350.1	ACSA_00906
Asac05G020000.1	ACSA_00907
Asac01G025450.1	ACSA_00908
Asac01G038810.1	ACSA_00909
Asac06G005240.1	ACSA_00910
Asac08G018980.1	ACSA_00911
Asac09G010820.1	ACSA_00912
Asac03G008050.1	ACSA_00913
Asac06G015730.1	ACSA_00914
Asac09G026190.1	ACSA_00915
Asac13G019410.1	ACSA_00916
Asac01G040600.1	ACSA_00917
Asac02G009200.1	ACSA_00918
Asac09G001880.1	ACSA_00919
Asac12G024690.1	ACSA_00920
Asac09G008890.1	ACSA_00921
Asac12G011530.1	ACSA_00922
Asac01G029990.1	ACSA_00923
Asac02G004810.1	ACSA_00924
Asac01G018540.1	ACSA_00925
Asac01G029630.1	ACSA_00926
Asac06G020000.1	ACSA_00927
Asac05G014280.1	ACSA_00928
Asac10G021530.1	ACSA_00929
Asac07G006100.1	ACSA_00930
Asac03G022000.1	ACSA_00931
Asac134S000020.1	ACSA_00932
Asac016S000040.1	ACSA_00933
Asac04G017930.1	ACSA_00934
Asac08G017880.1	ACSA_00935
Asac02G025930.1	ACSA_00936
Asac03G031860.1	ACSA_00937
Asac01G026060.1	ACSA_00938
Asac07G023340.1	ACSA_00939
Asac02G028330.1	ACSA_00940
Asac02G026500.1	ACSA_00941
Asac05G028000.1	ACSA_00942
Asac04G004950.1	ACSA_00943
Asac07G015010.1	ACSA_00944
Asac13G009280.1	ACSA_00945
Asac03G013190.1	ACSA_00946
Asac12G011800.1	ACSA_00947
Asac02G006080.1	ACSA_00948
Asac02G042490.1	ACSA_00949
Asac08G009020.1	ACSA_00950
Asac13G019110.1	ACSA_00951
Asac05G029100.1	ACSA_00952
Asac04G008860.1	ACSA_00953
Asac08G021620.1	ACSA_00954
Asac10G000400.1	ACSA_00955
Asac13G007370.1	ACSA_00956
Asac02G008160.1	ACSA_00957
Asac04G007260.1	ACSA_00958
Asac04G008050.1	ACSA_00959
Asac07G006710.1	ACSA_00960
Asac07G005980.1	ACSA_00961
Asac09G025480.1	ACSA_00962
Asac11G016890.1	ACSA_00963
Asac06G021120.1	ACSA_00964
Asac09G029450.1	ACSA_00965
Asac02G034710.1	ACSA_00966
Asac01G000310.1	ACSA_00967
Asac05G025570.1	ACSA_00968
Asac01G018600.1	ACSA_00969
Asac08G023730.1	ACSA_00970
Asac03G032280.1	ACSA_00971
Asac11G006290.1	ACSA_00972
Asac01G001050.1	ACSA_00973
Asac03G021730.1	ACSA_00974
Asac01G035840.1	ACSA_00975
Asac12G024160.1	ACSA_00976
Asac01G021010.1	ACSA_00977
Asac10G002150.1	ACSA_00978
Asac06G016730.1	ACSA_00979
Asac221S000130.1	ACSA_00980
Asac06G006910.1	ACSA_00981
Asac13G011670.1	ACSA_00982
Asac08G009650.1	ACSA_00983
Asac04G015410.1	ACSA_00984
Asac11G022960.1	ACSA_00985
Asac02G024880.1	ACSA_00986
Asac10G022520.1	ACSA_00987
Asac12G024910.1	ACSA_00988
Asac12G013950.1	ACSA_00989
Asac07G011860.1	ACSA_00990
Asac13G021420.1	ACSA_00991
Asac10G009390.1	ACSA_00992
Asac02G014830.1	ACSA_00993
Asac05G032430.1	ACSA_00994
Asac13G015290.1	ACSA_00995
Asac10G016180.1	ACSA_00996
Asac10G023250.1	ACSA_00997
Asac10G003660.1	ACSA_00998
Asac03G006930.1	ACSA_00999
Asac09G003940.1	ACSA_01000
Asac03G017640.1	ACSA_01001
Asac05G001840.1	ACSA_01002
Asac02G036580.1	ACSA_01003
Asac11G007960.1	ACSA_01004
Asac03G017170.1	ACSA_01005
Asac10G015510.1	ACSA_01006
Asac12G025010.1	ACSA_01007
Asac112S000050.1	ACSA_01008
Asac12G022750.1	ACSA_01009
Asac07G012580.1	ACSA_01010
Asac12G002720.1	ACSA_01011
Asac07G019070.1	ACSA_01012
Asac04G020890.1	ACSA_01013
Asac02G009410.1	ACSA_01014
Asac13G004860.1	ACSA_01015
Asac08G021260.1	ACSA_01016
Asac01G038560.1	ACSA_01017
Asac04G003660.1	ACSA_01018
Asac06G003850.1	ACSA_01019
Asac02G016740.1	ACSA_01020
Asac02G022190.1	ACSA_01021
Asac02G019810.1	ACSA_01022
Asac02G024540.1	ACSA_01023
Asac13G013690.1	ACSA_01024
Asac03G017410.1	ACSA_01025
Asac11G012580.1	ACSA_01026
Asac01G016470.1	ACSA_01027
Asac12G001520.1	ACSA_01028
Asac03G003520.1	ACSA_01029
Asac02G028760.1	ACSA_01030
Asac05G032960.1	ACSA_01031
Asac11G011340.1	ACSA_01032
Asac05G021690.1	ACSA_01033
Asac05G009280.1	ACSA_01034
Asac03G027580.1	ACSA_01035
Asac03G006470.1	ACSA_01036
Asac05G017160.1	ACSA_01037
Asac01G014340.1	ACSA_01038
Asac08G007700.1	ACSA_01039
Asac04G010790.1	ACSA_01040
Asac02G034090.1	ACSA_01041
Asac08G023510.1	ACSA_01042
Asac11G019920.1	ACSA_01043
Asac154S000020.1	ACSA_01044
Asac02G010650.1	ACSA_01045
Asac03G015830.1	ACSA_01046
Asac02G022200.1	ACSA_01047
Asac245S000020.1	ACSA_01048
Asac03G018460.1	ACSA_01049
Asac02G005900.1	ACSA_01050
Asac03G036020.1	ACSA_01051
Asac10G007250.1	ACSA_01052
Asac12G007040.1	ACSA_01053
Asac11G002740.1	ACSA_01054
Asac09G006810.1	ACSA_01055
Asac05G018140.1	ACSA_01056
Asac158S000010.1	ACSA_01057
Asac08G005170.1	ACSA_01058
Asac01G025660.1	ACSA_01059
Asac05G002720.1	ACSA_01060
Asac08G023690.1	ACSA_01061
Asac10G017240.1	ACSA_01062
Asac01G041220.1	ACSA_01063
Asac11G021540.1	ACSA_01064
Asac10G016730.1	ACSA_01065
Asac05G005090.1	ACSA_01066
Asac04G010430.1	ACSA_01067
Asac02G003120.1	ACSA_01068
Asac05G014900.1	ACSA_01069
Asac12G016730.1	ACSA_01070
Asac027S000100.1	ACSA_01071
Asac11G013220.1	ACSA_01072
Asac01G019340.1	ACSA_01073
Asac01G029700.1	ACSA_01074
Asac07G010910.1	ACSA_01075
Asac01G027600.1	ACSA_01076
Asac06G003570.1	ACSA_01077
Asac05G021960.1	ACSA_01078
Asac01G001180.1	ACSA_01079
Asac06G004440.1	ACSA_01080
Asac06G000180.1	ACSA_01081
Asac03G022980.1	ACSA_01082
Asac09G020530.1	ACSA_01083
Asac09G027550.1	ACSA_01084
Asac13G010810.1	ACSA_01085
Asac09G009820.1	ACSA_01086
Asac07G001910.1	ACSA_01087
Asac10G006730.1	ACSA_01088
Asac08G012860.1	ACSA_01089
Asac02G003590.1	ACSA_01090
Asac05G013530.1	ACSA_01091
Asac01G013970.1	ACSA_01092
Asac05G033810.1	ACSA_01093
Asac10G013690.1	ACSA_01094
Asac04G006410.1	ACSA_01095
Asac09G003760.1	ACSA_01096
Asac02G031290.1	ACSA_01097
Asac09G010880.1	ACSA_01098
Asac01G032780.1	ACSA_01099
Asac203S000050.1	ACSA_01100
Asac06G025230.1	ACSA_01101
Asac06G009370.1	ACSA_01102
Asac04G005150.1	ACSA_01103
Asac03G006020.1	ACSA_01104
Asac04G008040.1	ACSA_01105
Asac12G003350.1	ACSA_01106
Asac01G040200.1	ACSA_01107
Asac10G001930.1	ACSA_01108
Asac09G022200.1	ACSA_01109
Asac01G029860.1	ACSA_01110
Asac10G002510.1	ACSA_01111
Asac12G007160.1	ACSA_01112
Asac12G002760.1	ACSA_01113
Asac07G012150.1	ACSA_01114
Asac07G000340.1	ACSA_01115
Asac08G003270.1	ACSA_01116
Asac13G020570.1	ACSA_01117
Asac04G007860.1	ACSA_01118
Asac02G004460.1	ACSA_01119
Asac04G022530.1	ACSA_01120
Asac13G002500.1	ACSA_01121
Asac05G008990.1	ACSA_01122
Asac13G016410.1	ACSA_01123
Asac010S000070.1	ACSA_01124
Asac09G004000.1	ACSA_01125
Asac04G000230.1	ACSA_01126
Asac06G003030.1	ACSA_01127
Asac03G014570.1	ACSA_01128
Asac01G021620.1	ACSA_01129
Asac11G023890.1	ACSA_01130
Asac03G036320.1	ACSA_01131
Asac13G006990.1	ACSA_01132
Asac01G004520.1	ACSA_01133
Asac12G024280.1	ACSA_01134
Asac09G022560.1	ACSA_01135
Asac11G018520.1	ACSA_01136
Asac02G026510.1	ACSA_01137
Asac08G013210.1	ACSA_01138
Asac02G030420.1	ACSA_01139
Asac01G039000.1	ACSA_01140
Asac13G007270.1	ACSA_01141
Asac08G003590.1	ACSA_01142
Asac01G042030.1	ACSA_01143
Asac02G033300.1	ACSA_01144
Asac01G028610.1	ACSA_01145
Asac02G005270.1	ACSA_01146
Asac07G002790.1	ACSA_01147
Asac02G018590.1	ACSA_01148
Asac08G022510.1	ACSA_01149
Asac12G003030.1	ACSA_01150
Asac13G005460.1	ACSA_01151
Asac13G003350.1	ACSA_01152
Asac08G001880.1	ACSA_01153
Asac03G019170.1	ACSA_01154
Asac05G009760.1	ACSA_01155
Asac06G002950.1	ACSA_01156
Asac05G033530.1	ACSA_01157
Asac02G034980.1	ACSA_01158
Asac13G008390.1	ACSA_01159
Asac370S000100.1	ACSA_01160
Asac05G024120.1	ACSA_01161
Asac09G021400.1	ACSA_01162
Asac02G038430.1	ACSA_01163
Asac195S000050.1	ACSA_01164
Asac01G023100.1	ACSA_01165
Asac09G016640.1	ACSA_01166
Asac13G020780.1	ACSA_01167
Asac10G012830.1	ACSA_01168
Asac09G024290.1	ACSA_01169
Asac12G005940.1	ACSA_01170
Asac09G003250.1	ACSA_01171
Asac06G020500.1	ACSA_01172
Asac02G008150.1	ACSA_01173
Asac07G012880.1	ACSA_01174
Asac08G015180.1	ACSA_01175
Asac11G005960.1	ACSA_01176
Asac05G015100.1	ACSA_01177
Asac08G022670.1	ACSA_01178
Asac09G020380.1	ACSA_01179
Asac01G004850.1	ACSA_01180
Asac12G016240.1	ACSA_01181
Asac12G025670.1	ACSA_01182
Asac07G022950.1	ACSA_01183
Asac02G023520.1	ACSA_01184
Asac05G015180.1	ACSA_01185
Asac08G020650.1	ACSA_01186
Asac05G008530.1	ACSA_01187
Asac09G000690.1	ACSA_01188
Asac06G000090.1	ACSA_01189
Asac11G012080.1	ACSA_01190
Asac12G022660.1	ACSA_01191
Asac10G008990.1	ACSA_01192
Asac06G011200.1	ACSA_01193
Asac07G006940.1	ACSA_01194
Asac02G033670.1	ACSA_01195
Asac01G012720.1	ACSA_01196
Asac06G011570.1	ACSA_01197
Asac01G042050.1	ACSA_01198
Asac03G008520.1	ACSA_01199
Asac03G033750.1	ACSA_01200
Asac01G031780.1	ACSA_01201
Asac04G022390.1	ACSA_01202
Asac158S000020.1	ACSA_01203
Asac378S000050.1	ACSA_01204
Asac10G005780.1	ACSA_01205
Asac01G034080.1	ACSA_01206
Asac05G011490.1	ACSA_01207
Asac10G010920.1	ACSA_01208
Asac203S000010.1	ACSA_01209
Asac10G008270.1	ACSA_01210
Asac06G005760.1	ACSA_01211
Asac02G037710.1	ACSA_01212
Asac05G005780.1	ACSA_01213
Asac12G006630.1	ACSA_01214
Asac03G005870.1	ACSA_01215
Asac07G023580.1	ACSA_01216
Asac01G039270.1	ACSA_01217
Asac10G019680.1	ACSA_01218
Asac01G032200.1	ACSA_01219
Asac03G017140.1	ACSA_01220
Asac02G027110.1	ACSA_01221
Asac06G003170.1	ACSA_01222
Asac11G001150.1	ACSA_01223
Asac12G023520.1	ACSA_01224
Asac12G024830.1	ACSA_01225
Asac02G034470.1	ACSA_01226
Asac01G007740.1	ACSA_01227
Asac05G031810.1	ACSA_01228
Asac13G010840.1	ACSA_01229
Asac01G040340.1	ACSA_01230
Asac07G013730.1	ACSA_01231
Asac01G019810.1	ACSA_01232
Asac01G012890.1	ACSA_01233
Asac09G021530.1	ACSA_01234
Asac10G024520.1	ACSA_01235
Asac09G024250.1	ACSA_01236
Asac03G013260.1	ACSA_01237
Asac03G009130.1	ACSA_01238
Asac13G000250.1	ACSA_01239
Asac12G002030.1	ACSA_01240
Asac09G024280.1	ACSA_01241
Asac07G022560.1	ACSA_01242
Asac01G041170.1	ACSA_01243
Asac07G002260.1	ACSA_01244
Asac08G022290.1	ACSA_01245
Asac05G004220.1	ACSA_01246
Asac02G034020.1	ACSA_01247
Asac08G002990.1	ACSA_01248
Asac01G032160.1	ACSA_01249
Asac13G011770.1	ACSA_01250
Asac02G014510.1	ACSA_01251
Asac13G018820.1	ACSA_01252
Asac09G027480.1	ACSA_01253
Asac02G010140.1	ACSA_01254
Asac02G003310.1	ACSA_01255
Asac04G017480.1	ACSA_01256
Asac05G023370.1	ACSA_01257
Asac11G022500.1	ACSA_01258
Asac09G013950.1	ACSA_01259
Asac03G034220.1	ACSA_01260
Asac09G008930.1	ACSA_01261
Asac07G011010.1	ACSA_01262
Asac06G013750.1	ACSA_01263
Asac11G002340.1	ACSA_01264
Asac02G018230.1	ACSA_01265
Asac07G023010.1	ACSA_01266
Asac04G018830.1	ACSA_01267
Asac10G005450.1	ACSA_01268
Asac06G019460.1	ACSA_01269
Asac13G013100.1	ACSA_01270
Asac12G007100.1	ACSA_01271
Asac09G023890.1	ACSA_01272
Asac03G013860.1	ACSA_01273
Asac10G018020.1	ACSA_01274
Asac11G008540.1	ACSA_01275
Asac06G024030.1	ACSA_01276
Asac06G007030.1	ACSA_01277
Asac07G001870.1	ACSA_01278
Asac10G023620.1	ACSA_01279
Asac01G031870.1	ACSA_01280
Asac01G034780.1	ACSA_01281
Asac03G032540.1	ACSA_01282
Asac01G032600.1	ACSA_01283
Asac13G005870.1	ACSA_01284
Asac09G004690.1	ACSA_01285
Asac13G010930.1	ACSA_01286
Asac01G017650.1	ACSA_01287
Asac01G018830.1	ACSA_01288
Asac06G018320.1	ACSA_01289
Asac01G023000.1	ACSA_01290
Asac02G015420.1	ACSA_01291
Asac06G001180.1	ACSA_01292
Asac12G008600.1	ACSA_01293
Asac03G022070.1	ACSA_01294
Asac12G024630.1	ACSA_01295
Asac01G020670.1	ACSA_01296
Asac13G017690.1	ACSA_01297
Asac13G015410.1	ACSA_01298
Asac08G015590.1	ACSA_01299
Asac10G022620.1	ACSA_01300
Asac215S000040.1	ACSA_01301
Asac08G020900.1	ACSA_01302
Asac10G017460.1	ACSA_01303
Asac02G009520.1	ACSA_01304
Asac10G002210.1	ACSA_01305
Asac07G001720.1	ACSA_01306
Asac03G030690.1	ACSA_01307
Asac378S000010.1	ACSA_01308
Asac10G018050.1	ACSA_01309
Asac13G005590.1	ACSA_01310
Asac06G003900.1	ACSA_01311
Asac12G002740.1	ACSA_01312
Asac12G016920.1	ACSA_01313
Asac07G016250.1	ACSA_01314
Asac04G011040.1	ACSA_01315
Asac02G009470.1	ACSA_01316
Asac09G002980.1	ACSA_01317
Asac07G021870.1	ACSA_01318
Asac08G015260.1	ACSA_01319
Asac09G016360.1	ACSA_01320
Asac01G015870.1	ACSA_01321
Asac03G028110.1	ACSA_01322
Asac03G016390.1	ACSA_01323
Asac12G009560.1	ACSA_01324
Asac06G009200.1	ACSA_01325
Asac05G001570.1	ACSA_01326
Asac09G023880.1	ACSA_01327
Asac08G018500.1	ACSA_01328
Asac01G035860.1	ACSA_01329
Asac01G030970.1	ACSA_01330
Asac13G012900.1	ACSA_01331
Asac05G032660.1	ACSA_01332
Asac04G005840.1	ACSA_01333
Asac025S000080.1	ACSA_01334
Asac05G000940.1	ACSA_01335
Asac09G019710.1	ACSA_01336
Asac01G011430.1	ACSA_01337
Asac13G017140.1	ACSA_01338
Asac05G022230.1	ACSA_01339
Asac03G005130.1	ACSA_01340
Asac02G025730.1	ACSA_01341
Asac05G008730.1	ACSA_01342
Asac13G003680.1	ACSA_01343
Asac02G023760.1	ACSA_01344
Asac11G017890.1	ACSA_01345
Asac02G026620.1	ACSA_01346
Asac02G011460.1	ACSA_01347
Asac03G009040.1	ACSA_01348
Asac09G023370.1	ACSA_01349
Asac11G011860.1	ACSA_01350
Asac12G015300.1	ACSA_01351
Asac10G013390.1	ACSA_01352
Asac13G005720.1	ACSA_01353
Asac02G037260.1	ACSA_01354
Asac12G004430.1	ACSA_01355
Asac06G010180.1	ACSA_01356
Asac026S000100.1	ACSA_01357
Asac04G021350.1	ACSA_01358
Asac07G006060.1	ACSA_01359
Asac02G015200.1	ACSA_01360
Asac12G016760.1	ACSA_01361
Asac03G006140.1	ACSA_01362
Asac02G041090.1	ACSA_01363
Asac05G033980.1	ACSA_01364
Asac01G014610.1	ACSA_01365
Asac12G007470.1	ACSA_01366
Asac06G005670.1	ACSA_01367
Asac02G028280.1	ACSA_01368
Asac02G028300.1	ACSA_01369
Asac05G021120.1	ACSA_01370
Asac09G015500.1	ACSA_01371
Asac02G040090.1	ACSA_01372
Asac02G006550.1	ACSA_01373
Asac04G014860.1	ACSA_01374
Asac03G024190.1	ACSA_01375
Asac13G014540.1	ACSA_01376
Asac11G003680.1	ACSA_01377
Asac02G029620.1	ACSA_01378
Asac01G036500.1	ACSA_01379
Asac01G041710.1	ACSA_01380
Asac09G023650.1	ACSA_01381
Asac02G034250.1	ACSA_01382
Asac02G009310.1	ACSA_01383
Asac10G012200.1	ACSA_01384
Asac02G017920.1	ACSA_01385
Asac02G042290.1	ACSA_01386
Asac04G012380.1	ACSA_01387
Asac12G004010.1	ACSA_01388
Asac03G031380.1	ACSA_01389
Asac01G013160.1	ACSA_01390
Asac09G011730.1	ACSA_01391
Asac01G028170.1	ACSA_01392
Asac03G020280.1	ACSA_01393
Asac02G026340.1	ACSA_01394
Asac06G020810.1	ACSA_01395
Asac02G005880.1	ACSA_01396
Asac12G019840.1	ACSA_01397
Asac03G023940.1	ACSA_01398
Asac06G006590.1	ACSA_01399
Asac02G000220.1	ACSA_01400
Asac06G003660.1	ACSA_01401
Asac10G005830.1	ACSA_01402
Asac01G042070.1	ACSA_01403
Asac01G026640.1	ACSA_01404
Asac09G007550.1	ACSA_01405
Asac05G000140.1	ACSA_01406
Asac09G014860.1	ACSA_01407
Asac01G014120.1	ACSA_01408
Asac05G012840.1	ACSA_01409
Asac015S000080.1	ACSA_01410
Asac241S000040.1	ACSA_01411
Asac11G006770.1	ACSA_01412
Asac01G038420.1	ACSA_01413
Asac373S000100.1	ACSA_01414
Asac09G018210.1	ACSA_01415
Asac01G033270.1	ACSA_01416
Asac06G000430.1	ACSA_01417
Asac03G000050.1	ACSA_01418
Asac09G028790.1	ACSA_01419
Asac04G016410.1	ACSA_01420
Asac12G024840.1	ACSA_01421
Asac03G026680.1	ACSA_01422
Asac04G020770.1	ACSA_01423
Asac11G021520.1	ACSA_01424
Asac01G000490.1	ACSA_01425
Asac06G016200.1	ACSA_01426
Asac180S000060.1	ACSA_01427
Asac03G008500.1	ACSA_01428
Asac07G024350.1	ACSA_01429
Asac02G029010.1	ACSA_01430
Asac04G009900.1	ACSA_01431
Asac01G033550.1	ACSA_01432
Asac12G024570.1	ACSA_01433
Asac09G016650.1	ACSA_01434
Asac03G011570.1	ACSA_01435
Asac10G017660.1	ACSA_01436
Asac06G009240.1	ACSA_01437
Asac03G023830.1	ACSA_01438
Asac02G009800.1	ACSA_01439
Asac02G017910.1	ACSA_01440
Asac04G010320.1	ACSA_01441
Asac10G009740.1	ACSA_01442
Asac11G011490.1	ACSA_01443
Asac03G034470.1	ACSA_01444
Asac13G003420.1	ACSA_01445
Asac06G018830.1	ACSA_01446
Asac08G000540.1	ACSA_01447
Asac07G009580.1	ACSA_01448
Asac05G033110.1	ACSA_01449
Asac12G014560.1	ACSA_01450
Asac01G010640.1	ACSA_01451
Asac10G006460.1	ACSA_01452
Asac06G026120.1	ACSA_01453
Asac02G035040.1	ACSA_01454
Asac04G001820.1	ACSA_01455
Asac12G002770.1	ACSA_01456
Asac03G002820.1	ACSA_01457
Asac12G020870.1	ACSA_01458
Asac09G000300.1	ACSA_01459
Asac09G017180.1	ACSA_01460
Asac06G007040.1	ACSA_01461
Asac04G007070.1	ACSA_01462
Asac03G006300.1	ACSA_01463
Asac11G019450.1	ACSA_01464
Asac259S000010.1	ACSA_01465
Asac05G021180.1	ACSA_01466
Asac02G017850.1	ACSA_01467
Asac02G018080.1	ACSA_01468
Asac228S000070.1	ACSA_01469
Asac09G026250.1	ACSA_01470
Asac05G010370.1	ACSA_01471
Asac10G023640.1	ACSA_01472
Asac13G000120.1	ACSA_01473
Asac08G013670.1	ACSA_01474
Asac03G022020.1	ACSA_01475
Asac02G002510.1	ACSA_01476
Asac09G022600.1	ACSA_01477
Asac02G024140.1	ACSA_01478
Asac02G027700.1	ACSA_01479
Asac04G004280.1	ACSA_01480
Asac05G001300.1	ACSA_01481
Asac04G009230.1	ACSA_01482
Asac13G013670.1	ACSA_01483
Asac13G015630.1	ACSA_01484
Asac01G037720.1	ACSA_01485
Asac08G018050.1	ACSA_01486
Asac13G017820.1	ACSA_01487
Asac01G016900.1	ACSA_01488
Asac06G003460.1	ACSA_01489
Asac02G042240.1	ACSA_01490
Asac05G008270.1	ACSA_01491
Asac10G003630.1	ACSA_01492
Asac06G001810.1	ACSA_01493
Asac03G032560.1	ACSA_01494
Asac11G000230.1	ACSA_01495
Asac08G006550.1	ACSA_01496
Asac13G004070.1	ACSA_01497
Asac04G016760.1	ACSA_01498
Asac11G011140.1	ACSA_01499
Asac04G013560.1	ACSA_01500
Asac01G011040.1	ACSA_01501
Asac12G008400.1	ACSA_01502
Asac05G000390.1	ACSA_01503
Asac02G001020.1	ACSA_01504
Asac127S000020.1	ACSA_01505
Asac10G000230.1	ACSA_01506
Asac11G018220.1	ACSA_01507
Asac12G018430.1	ACSA_01508
Asac07G017570.1	ACSA_01509
Asac375S000140.1	ACSA_01510
Asac08G005810.1	ACSA_01511
Asac06G007840.1	ACSA_01512
Asac06G001390.1	ACSA_01513
Asac04G013310.1	ACSA_01514
Asac06G003250.1	ACSA_01515
Asac03G014830.1	ACSA_01516
Asac01G002370.1	ACSA_01517
Asac03G024360.1	ACSA_01518
Asac02G034790.1	ACSA_01519
Asac05G013430.1	ACSA_01520
Asac01G038650.1	ACSA_01521
Asac02G038860.1	ACSA_01522
Asac04G015820.1	ACSA_01523
Asac05G033750.1	ACSA_01524
Asac02G029990.1	ACSA_01525
Asac07G022980.1	ACSA_01526
Asac02G036920.1	ACSA_01527
Asac03G005340.1	ACSA_01528
Asac10G004660.1	ACSA_01529
Asac02G024690.1	ACSA_01530
Asac11G020690.1	ACSA_01531
Asac04G009530.1	ACSA_01532
Asac03G023560.1	ACSA_01533
Asac09G015170.1	ACSA_01534
Asac02G013360.1	ACSA_01535
Asac12G018420.1	ACSA_01536
Asac11G022230.1	ACSA_01537
Asac03G031560.1	ACSA_01538
Asac11G013830.1	ACSA_01539
Asac02G018740.1	ACSA_01540
Asac11G015110.1	ACSA_01541
Asac02G031640.1	ACSA_01542
Asac09G027180.1	ACSA_01543
Asac07G010120.1	ACSA_01544
Asac06G009680.1	ACSA_01545
Asac02G035490.1	ACSA_01546
Asac04G021510.1	ACSA_01547
Asac09G022610.1	ACSA_01548
Asac13G014060.1	ACSA_01549
Asac02G014120.1	ACSA_01550
Asac02G031710.1	ACSA_01551
Asac01G017720.1	ACSA_01552
